,site,target_name,sample_name,Ct_mean,Ct_sd,quantity_mean,quantity_sd,run,Date_collected,ID,species,host_plant,date_processed,pollen,dil.factor,apiary_near_far,genome_copbee,ACT_genome_copbee,norm_genome_copbee,norm_genome_copbeeHB,Ct_mean_hb,HBCollected,virusBINY_PreFilter,virusBINY,HB_Abun,HBSiteBin,ShannonDIV,SimpsonDIV,FisherDIV,Density,Name,Migratory,City,SBPV_PA,SBPV_CPB,ABPV_PA,ABPV_CPB,IAPV_PA,IAPV_CPB,DWV_PA,DWV_CPB,LSV.2_PA,LSV.2_CPB,CBPV_PA,CBPV_CPB,KBV_PA,KBV_CPB,VarroaTHR_PA,Varroa100,NosemaPA,NosemaCount,Apiary_name,lat,long,elevation,town,apiaryNotes,apiary,siteNotes,sumApiaries,sumColonies
650,ONE,BQCV,294,24.538,0.018,962.481,11.808,58,7/10/15,ONE29,Bimaculatus,Hypericum perforatum,4/18/16,1,10.233,1,9849068.073,5294809002,2613931.965,47746762.25,20.013,1,1,1,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
621,ONE,DWV,294,33.532,0.718,3.151,1.413,58,7/10/15,ONE29,Bimaculatus,Hypericum perforatum,4/18/16,1,10.233,1,32244.183,5294809002,0,8882018696,11.864,1,1,0,0.25,High,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
635,ONE,IAPV,294,NA,NA,NA,NA,58,7/10/15,ONE29,Bimaculatus,Hypericum perforatum,4/18/16,1,10.233,1,0,5294809002,0,0,NA,1,0,0,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
615,ONE,BQCV,302,33.069,1.44,3.971,3.327,59,7/10/15,ONE20,Bimaculatus,Hypericum perforatum,4/20/16,1,2.085,1,8279.535,97138112.96,0,47746762.25,20.013,1,1,0,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
616,ONE,DWV,302,NA,NA,NA,NA,59,7/10/15,ONE20,Bimaculatus,Hypericum perforatum,4/20/16,1,2.085,1,0,97138112.96,0,8882018696,11.864,1,0,0,0.25,High,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
625,ONE,IAPV,302,NA,NA,NA,NA,59,7/10/15,ONE20,Bimaculatus,Hypericum perforatum,4/20/16,1,2.085,1,0,97138112.96,0,0,NA,1,0,0,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
641,ONE,BQCV,334,27.141,0.05,168.796,5.631,63,7/10/15,ONE22,Bimaculatus,Hypericum perforatum,4/27/16,1,5.375,1,907278.5,444884396.3,2865780.246,47746762.25,20.013,1,1,1,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
619,ONE,DWV,334,NA,NA,NA,NA,63,7/10/15,ONE22,Bimaculatus,Hypericum perforatum,4/27/16,1,5.375,1,0,444884396.3,0,8882018696,11.864,1,0,0,0.25,High,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
636,ONE,IAPV,334,NA,NA,NA,NA,63,7/10/15,ONE22,Bimaculatus,Hypericum perforatum,4/27/16,1,5.375,1,0,444884396.3,0,0,NA,1,0,0,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
649,ONE,BQCV,335,29.128,NA,44.663,NA,63,7/10/15,ONE14,Bimaculatus,Hypericum perforatum,4/27/16,1,7.2545,1,324007.7335,859288386.6,529865.7803,47746762.25,20.013,1,1,1,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
612,ONE,DWV,335,NA,NA,NA,NA,63,7/10/15,ONE14,Bimaculatus,Hypericum perforatum,4/27/16,1,7.2545,1,0,859288386.6,0,8882018696,11.864,1,0,0,0.25,High,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
665,ONE,IAPV,335,NA,NA,NA,NA,63,7/10/15,ONE14,Bimaculatus,Hypericum perforatum,4/27/16,1,7.2545,1,0,859288386.6,0,0,NA,1,0,0,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
610,ONE,BQCV,338,25.764,0.151,424.948,42.825,63,7/10/15,ONE21,Bimaculatus,Hypericum perforatum,4/27/16,1,4.6825,1,1989819.01,1024069633,2730445.588,47746762.25,20.013,1,1,1,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
640,ONE,DWV,338,36.776,NA,0.366,NA,63,7/10/15,ONE21,Bimaculatus,Hypericum perforatum,4/27/16,1,4.6825,1,1713.795,1024069633,0,8882018696,11.864,1,1,0,0.25,High,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
632,ONE,IAPV,338,NA,NA,NA,NA,63,7/10/15,ONE21,Bimaculatus,Hypericum perforatum,4/27/16,1,4.6825,1,0,1024069633,0,0,NA,1,0,0,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
643,ONE,BQCV,339,28.028,0.255,93.867,15.917,63,7/10/15,ONE42,Bimaculatus,Hypericum perforatum,4/27/16,1,4.625,1,434134.875,190091200,3209313.196,47746762.25,20.013,1,1,1,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
626,ONE,DWV,339,NA,NA,NA,NA,63,7/10/15,ONE42,Bimaculatus,Hypericum perforatum,4/27/16,1,4.625,1,0,190091200,0,8882018696,11.864,1,0,0,0.25,High,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
664,ONE,IAPV,339,NA,NA,NA,NA,63,7/10/15,ONE42,Bimaculatus,Hypericum perforatum,4/27/16,1,4.625,1,0,190091200,0,0,NA,1,0,0,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
648,ONE,BQCV,340,25.39,0.124,545.394,45.091,63,7/10/15,ONE30,Bimaculatus,Hypericum perforatum,4/27/16,1,10.324,1,5630647.656,1256828842,6295520.644,47746762.25,20.013,1,1,1,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
611,ONE,DWV,340,NA,NA,NA,NA,63,7/10/15,ONE30,Bimaculatus,Hypericum perforatum,4/27/16,1,10.324,1,0,1256828842,0,8882018696,11.864,1,0,0,0.25,High,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
631,ONE,IAPV,340,NA,NA,NA,NA,63,7/10/15,ONE30,Bimaculatus,Hypericum perforatum,4/27/16,1,10.324,1,0,1256828842,0,0,NA,1,0,0,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
614,ONE,BQCV,151,27.086,1.423,216.288,179.571,40,7/10/15,ONE48,Griseocollis,Hypericum perforatum,12/8/15,1,4.3435,1,939446.928,985261688.2,1339892.925,47746762.25,20.013,1,1,1,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
623,ONE,DWV,151,36.453,2.235,0.708,0.773,40,7/10/15,ONE48,Griseocollis,Hypericum perforatum,12/8/15,1,4.3435,1,3075.198,985261688.2,0,8882018696,11.864,1,1,0,0.25,High,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
628,ONE,IAPV,151,NA,NA,NA,NA,40,7/10/15,ONE48,Griseocollis,Hypericum perforatum,12/8/15,1,4.3435,1,0,985261688.2,0,0,NA,1,0,0,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
608,ONE,BQCV,138,24.504,0.128,986.305,84.142,39,7/10/15,ONE35,Vagans,Hypericum perforatum,12/8/15,1,6.571,1,6481010.155,2362278574,3855325.316,47746762.25,20.013,1,1,1,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
655,ONE,DWV,138,38.89,NA,0.093,NA,39,7/10/15,ONE35,Vagans,Hypericum perforatum,12/8/15,1,6.571,1,611.103,2362278574,0,8882018696,11.864,1,1,0,0.25,High,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
633,ONE,IAPV,138,36.243,NA,1.392,NA,39,7/10/15,ONE35,Vagans,Hypericum perforatum,12/8/15,1,6.571,1,9146.832,2362278574,0,0,NA,1,1,0,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
646,ONE,BQCV,139,25.253,0.067,597.027,26.656,39,7/10/15,ONE24,Vagans,Hypericum perforatum,12/8/15,1,8.748,1,5222792.196,3277158789,2239518.739,47746762.25,20.013,1,1,1,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
620,ONE,DWV,139,32.372,0.868,2.127,3.008,39,7/10/15,ONE24,Vagans,Hypericum perforatum,12/8/15,1,8.748,1,18606.996,3277158789,7978.628031,8882018696,11.864,1,1,1,0.25,High,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
638,ONE,IAPV,139,NA,NA,NA,NA,39,7/10/15,ONE24,Vagans,Hypericum perforatum,12/8/15,1,8.748,1,0,3277158789,0,0,NA,1,0,0,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
644,ONE,BQCV,140,27.614,0.142,123.274,11.698,39,7/10/15,ONE10,Vagans,Hypericum perforatum,12/8/15,0,7.5975,1,936574.215,1320825223,996428.8244,47746762.25,20.013,1,1,1,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
661,ONE,DWV,140,33.795,0.26,2.538,0.425,39,7/10/15,ONE10,Vagans,Hypericum perforatum,12/8/15,0,7.5975,1,19282.455,1320825223,0,8882018696,11.864,1,1,0,0.25,High,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
629,ONE,IAPV,140,37.84,NA,0.498,NA,39,7/10/15,ONE10,Vagans,Hypericum perforatum,12/8/15,0,7.5975,1,3783.555,1320825223,0,0,NA,1,1,0,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
645,ONE,BQCV,145,24.75,0.047,835.311,26.286,39,7/22/15,ONE49,Vagans,Solidago,12/8/15,0,5.9625,1,4980541.838,1564944224,4472261.281,47746762.25,20.013,1,1,1,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
618,ONE,DWV,145,NA,NA,NA,NA,39,7/22/15,ONE49,Vagans,Solidago,12/8/15,0,5.9625,1,0,1564944224,0,8882018696,11.864,1,0,0,0.25,High,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
637,ONE,IAPV,145,NA,NA,NA,NA,39,7/22/15,ONE49,Vagans,Solidago,12/8/15,0,5.9625,1,0,1564944224,0,0,NA,1,0,0,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
652,ONE,BQCV,147,28.126,0.213,87.768,12.465,39,7/10/15,ONE43,Vagans,Hypericum perforatum,12/8/15,1,6.67,1,585412.56,1158742415,709944.7806,47746762.25,20.013,1,1,1,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
609,ONE,DWV,147,NA,NA,NA,NA,39,7/10/15,ONE43,Vagans,Hypericum perforatum,12/8/15,1,6.67,1,0,1158742415,0,8882018696,11.864,1,0,0,0.25,High,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
663,ONE,IAPV,147,NA,NA,NA,NA,39,7/10/15,ONE43,Vagans,Hypericum perforatum,12/8/15,1,6.67,1,0,1158742415,0,0,NA,1,0,0,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
642,ONE,BQCV,150,24.373,NA,1074.76,NA,40,7/10/15,ONE28,Vagans,Hypericum perforatum,12/8/15,1,6.053,1,6505522.28,1873275419,4880114.068,47746762.25,20.013,1,1,1,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
660,ONE,DWV,150,39.037,NA,0.085,NA,40,7/10/15,ONE28,Vagans,Hypericum perforatum,12/8/15,1,6.053,1,514.505,1873275419,0,8882018696,11.864,1,1,0,0.25,High,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
627,ONE,IAPV,150,NA,NA,NA,NA,40,7/10/15,ONE28,Vagans,Hypericum perforatum,12/8/15,1,6.053,1,0,1873275419,0,0,NA,1,0,0,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
669,ONE,BQCV,152,28.144,0.167,86.508,9.671,40,7/10/15,ONE44,Vagans,Hypericum perforatum,12/8/15,1,8.0605,1,697297.734,733739415.7,1335444.499,47746762.25,20.013,1,1,1,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
667,ONE,DWV,152,36.264,2.227,0.092,0.13,40,7/10/15,ONE44,Vagans,Hypericum perforatum,12/8/15,1,8.0605,1,741.566,733739415.7,0,8882018696,11.864,1,1,0,0.25,High,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
630,ONE,IAPV,152,NA,NA,NA,NA,40,7/10/15,ONE44,Vagans,Hypericum perforatum,12/8/15,1,8.0605,1,0,733739415.7,0,0,NA,1,0,0,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
639,ONE,BQCV,153,24.039,0.188,1348.791,168.999,40,7/10/15,ONE18,Vagans,Hypericum perforatum,12/8/15,1,5.798,1,7820290.218,1085887417,10120163.03,47746762.25,20.013,1,1,1,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
654,ONE,DWV,153,37.292,NA,0.262,NA,40,7/10/15,ONE18,Vagans,Hypericum perforatum,12/8/15,1,5.798,1,1519.076,1085887417,0,8882018696,11.864,1,1,0,0.25,High,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
624,ONE,IAPV,153,NA,NA,NA,NA,40,7/10/15,ONE18,Vagans,Hypericum perforatum,12/8/15,1,5.798,1,0,1085887417,0,0,NA,1,0,0,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,Drutchas,0,Worcester,0,0,0,0,0,0,1,5.68E+09,0,0,0,0,0,0,0,2.9,0,0,Oneil,44.336968,-73.150093,109,Hinesburg,"16, Rick Drutchas",Y, ,6,52
688,PAT,BQCV,346,23.334,0.055,2153.786,79.64,64,7/7/15,PAT12,Bimaculatus,Cornelia varia,5/2/16,1,11.464,1,24691002.7,4213039030,8235551.428,4616640.743,22.355,1,1,1,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
683,PAT,DWV,346,36.709,NA,0.382,NA,64,7/7/15,PAT12,Bimaculatus,Cornelia varia,5/2/16,1,11.464,1,4379.248,4213039030,0,0,33.256,1,1,0,0.444444444,Low,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
696,PAT,IAPV,346,NA,NA,NA,NA,64,7/7/15,PAT12,Bimaculatus,Cornelia varia,5/2/16,1,11.464,1,0,4213039030,0,0,NA,1,0,0,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
680,PAT,BQCV,349,23.846,0.036,1528.751,36.878,64,7/7/15,PAT24,Bimaculatus,Cornelia varia,5/2/16,1,9.3625,1,14312931.24,2798762085,7186410.844,4616640.743,22.355,1,1,1,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
692,PAT,DWV,349,NA,NA,NA,NA,64,7/7/15,PAT24,Bimaculatus,Cornelia varia,5/2/16,1,9.3625,1,0,2798762085,0,0,33.256,1,0,0,0.444444444,Low,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
687,PAT,IAPV,349,NA,NA,NA,NA,64,7/7/15,PAT24,Bimaculatus,Cornelia varia,5/2/16,1,9.3625,1,0,2798762085,0,0,NA,1,0,0,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
703,PAT,BQCV,350,20.901,0.086,10976.685,630.72,64,7/7/15,PAT33,Bimaculatus,Cornelia varia,5/2/16,1,7.193,1,78955295.21,1217529115,91127896.42,4616640.743,22.355,1,1,1,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
678,PAT,DWV,350,NA,NA,NA,NA,64,7/7/15,PAT33,Bimaculatus,Cornelia varia,5/2/16,1,7.193,1,0,1217529115,0,0,33.256,1,0,0,0.444444444,Low,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
694,PAT,IAPV,350,NA,NA,NA,NA,64,7/7/15,PAT33,Bimaculatus,Cornelia varia,5/2/16,1,7.193,1,0,1217529115,0,0,NA,1,0,0,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
673,PAT,BQCV,354,19.867,0.019,21902.406,282.046,64,7/4/15,PAT1,Bimaculatus,NA,5/2/16,1,7.888,1,172766178.5,2622276150,92582678.48,4616640.743,22.355,1,1,1,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
686,PAT,DWV,354,NA,NA,NA,NA,64,7/4/15,PAT1,Bimaculatus,NA,5/2/16,1,7.888,1,0,2622276150,0,0,33.256,1,0,0,0.444444444,Low,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
698,PAT,IAPV,354,NA,NA,NA,NA,64,7/4/15,PAT1,Bimaculatus,NA,5/2/16,1,7.888,1,0,2622276150,0,0,NA,1,0,0,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
