,site,target_name,sample_name,Ct_mean,Ct_sd,quantity_mean,quantity_sd,run,Date_collected,ID,species,host_plant,date_processed,pollen,dil.factor,apiary_near_far,genome_copbee,ACT_genome_copbee,norm_genome_copbee,norm_genome_copbeeHB,Ct_mean_hb,HBCollected,virusBINY_PreFilter,virusBINY,HB_Abun,HBSiteBin,ShannonDIV,SimpsonDIV,FisherDIV,Density,Name,Migratory,City,SBPV_PA,SBPV_CPB,ABPV_PA,ABPV_CPB,IAPV_PA,IAPV_CPB,DWV_PA,DWV_CPB,LSV.2_PA,LSV.2_CPB,CBPV_PA,CBPV_CPB,KBV_PA,KBV_CPB,VarroaTHR_PA,Varroa100,NosemaPA,NosemaCount,Apiary_name,lat,long,elevation,town,apiaryNotes,apiary,siteNotes,sumApiaries,sumColonies
704,PAT,BQCV,360,22.442,0.037,3910.601,95.986,65,7/7/15,PAT37,Bimaculatus,NA,5/4/16,1,7.019,1,27448508.42,575091727.8,67070426.45,4616640.743,22.355,1,1,1,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
684,PAT,DWV,360,NA,NA,NA,NA,65,7/7/15,PAT37,Bimaculatus,NA,5/4/16,1,7.019,1,0,575091727.8,0,0,33.256,1,0,0,0.444444444,Low,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
674,PAT,IAPV,360,NA,NA,NA,NA,65,7/7/15,PAT37,Bimaculatus,NA,5/4/16,1,7.019,1,0,575091727.8,0,0,NA,1,0,0,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
700,PAT,BQCV,365,22.233,0.002,4496.87,5.81,65,7/7/15,PAT13,Bimaculatus,Cornelia varia,5/4/16,1,4.119,1,18522607.53,153710959.6,169334999.1,4616640.743,22.355,1,1,1,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
681,PAT,DWV,365,NA,NA,NA,NA,65,7/7/15,PAT13,Bimaculatus,Cornelia varia,5/4/16,1,4.119,1,0,153710959.6,0,0,33.256,1,0,0,0.444444444,Low,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
679,PAT,IAPV,365,NA,NA,NA,NA,65,7/7/15,PAT13,Bimaculatus,Cornelia varia,5/4/16,1,4.119,1,0,153710959.6,0,0,NA,1,0,0,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
702,PAT,BQCV,367,26.133,0.117,331.593,25.95,71,7/7/15,PAT25,Bimaculatus,Cornelia varia,5/4/16,1,3.601,1,1194066.393,366548238.7,4577694.198,4616640.743,22.355,1,1,1,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
682,PAT,DWV,367,NA,NA,NA,NA,71,7/7/15,PAT25,Bimaculatus,Cornelia varia,5/4/16,1,3.601,1,0,366548238.7,0,0,33.256,1,0,0,0.444444444,Low,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
676,PAT,IAPV,367,NA,NA,NA,NA,71,7/7/15,PAT25,Bimaculatus,Cornelia varia,5/4/16,1,3.601,1,0,366548238.7,0,0,NA,1,0,0,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
691,PAT,BQCV,369,23.804,0.01,1572.583,10.117,71,7/7/15,PAT14,Bimaculatus,Cornelia varia,5/4/16,1,6.515,1,10245378.25,513547481,28034759.34,4616640.743,22.355,1,1,1,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
672,PAT,DWV,369,NA,NA,NA,NA,71,7/7/15,PAT14,Bimaculatus,Cornelia varia,5/4/16,1,6.515,1,0,513547481,0,0,33.256,1,0,0,0.444444444,Low,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
677,PAT,IAPV,369,NA,NA,NA,NA,71,7/7/15,PAT14,Bimaculatus,Cornelia varia,5/4/16,1,6.515,1,0,513547481,0,0,NA,1,0,0,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
690,PAT,BQCV,371,33.555,0.68,2.431,1.07,71,7/7/15,PAT28,Bimaculatus,Cornelia varia,5/4/16,1,1.8285,1,4445.0835,10920264.61,0,4616640.743,22.355,1,1,0,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
675,PAT,DWV,371,NA,NA,NA,NA,71,7/7/15,PAT28,Bimaculatus,Cornelia varia,5/4/16,1,1.8285,1,0,10920264.61,0,0,33.256,1,0,0,0.444444444,Low,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
699,PAT,IAPV,371,NA,NA,NA,NA,71,7/7/15,PAT28,Bimaculatus,Cornelia varia,5/4/16,1,1.8285,1,0,10920264.61,0,0,NA,1,0,0,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
701,PAT,BQCV,374,23.582,0.113,1826.741,138.429,71,7/7/15,PAT17,Bimaculatus,Cornelia varia,5/15/16,1,8.247,1,15065133.03,931951492.8,22715855.72,4616640.743,22.355,1,1,1,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
671,PAT,DWV,374,NA,NA,NA,NA,71,7/7/15,PAT17,Bimaculatus,Cornelia varia,5/15/16,1,8.247,1,0,931951492.8,0,0,33.256,1,0,0,0.444444444,Low,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
695,PAT,IAPV,374,NA,NA,NA,NA,71,7/7/15,PAT17,Bimaculatus,Cornelia varia,5/15/16,1,8.247,1,0,931951492.8,0,0,NA,1,0,0,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
693,PAT,BQCV,355,21.627,0.107,6753.976,481.184,64,7/4/15,PAT9,Griseocollis,Cornelia varia,5/2/16,NA,7.5495,1,50989141.81,1457897836,49147343.7,4616640.743,22.355,1,1,1,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
689,PAT,DWV,355,NA,NA,NA,NA,64,7/4/15,PAT9,Griseocollis,Cornelia varia,5/2/16,NA,7.5495,1,0,1457897836,0,0,33.256,1,0,0,0.444444444,Low,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
697,PAT,IAPV,355,NA,NA,NA,NA,64,7/4/15,PAT9,Griseocollis,Cornelia varia,5/2/16,NA,7.5495,1,0,1457897836,0,0,NA,1,0,0,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,Mraz,0,Middlebury,0,0,0,0,0,0,1,7.59E+09,1,1610000,0,0,0,0,0,4.1,0,0,Paton,44.158423,-73.339091,75,Vergennes,Chas,Y, ,4,54
709,PITH,BQCV,41,NA,NA,NA,NA,24,8/26/15,PITH29,Vagans,impatiens capensis,10/10/15,1,6.936,1,0,559656476.4,0,NA,NA,NA,0,0,NA,NA,1.000867511,0.577951389,0.681846007,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.971805,-72.6885,481,Braintree,14,Y, ,3,7
708,PITH,DWV,41,NA,NA,NA,NA,24,8/26/15,PITH29,Vagans,impatiens capensis,10/10/15,1,6.936,1,0,559656476.4,0,NA,NA,NA,0,0,NA,NA,1.000867511,0.577951389,0.681846007,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.971805,-72.6885,481,Braintree,14,Y, ,3,7
707,PITH,IAPV,41,NA,NA,NA,NA,24,8/26/15,PITH29,Vagans,impatiens capensis,10/10/15,1,6.936,1,0,559656476.4,0,NA,NA,NA,0,0,NA,NA,1.000867511,0.577951389,0.681846007,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.971805,-72.6885,481,Braintree,14,Y, ,3,7
706,PITH,BQCV,42,NA,NA,NA,NA,24,8/26/15,PITH27,Vagans,impatiens capensis,10/10/15,1,5.082,1,0,521333768.3,0,NA,NA,NA,0,0,NA,NA,1.000867511,0.577951389,0.681846007,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.971805,-72.6885,481,Braintree,14,Y, ,3,7
705,PITH,DWV,42,NA,NA,NA,NA,24,8/26/15,PITH27,Vagans,impatiens capensis,10/10/15,1,5.082,1,0,521333768.3,0,NA,NA,NA,0,0,NA,NA,1.000867511,0.577951389,0.681846007,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.971805,-72.6885,481,Braintree,14,Y, ,3,7
710,PITH,IAPV,42,NA,NA,NA,NA,24,8/26/15,PITH27,Vagans,impatiens capensis,10/10/15,1,5.082,1,0,521333768.3,0,NA,NA,NA,0,0,NA,NA,1.000867511,0.577951389,0.681846007,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.971805,-72.6885,481,Braintree,14,Y, ,3,7
748,RICE,BQCV,250,26.117,0.366,339.723,82.31,54,7/23/15,RICE14,Bimaculatus,Vicia cracca,3/28/16,0,5.7735,0,1961390.741,914466108.4,3014018.719,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
722,RICE,DWV,250,NA,NA,NA,NA,54,7/23/15,RICE14,Bimaculatus,Vicia cracca,3/28/16,0,5.7735,0,0,914466108.4,0,23928.07962,31.946,1,0,0,0,Low,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
766,RICE,IAPV,250,NA,NA,NA,NA,54,7/23/15,RICE14,Bimaculatus,Vicia cracca,3/28/16,0,5.7735,0,0,914466108.4,0,0,NA,1,0,0,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
714,RICE,BQCV,255,25.02,0.146,698.916,68.004,54,7/23/15,RICE28,Bimaculatus,Vicia cracca,3/30/16,0,9.719,0,6792764.604,932157454,10240159.64,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
760,RICE,DWV,255,34.424,0.092,1.679,0.1,54,7/23/15,RICE28,Bimaculatus,Vicia cracca,3/30/16,0,9.719,0,16318.201,932157454,0,23928.07962,31.946,1,1,0,0,Low,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
767,RICE,IAPV,255,NA,NA,NA,NA,54,7/23/15,RICE28,Bimaculatus,Vicia cracca,3/30/16,0,9.719,0,0,932157454,0,0,NA,1,0,0,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
782,RICE,BQCV,257,24.684,0.112,874.154,65.433,55,7/23/15,RICE7,Bimaculatus,Vicia cracca,3/30/16,1,5.8475,0,5111615.515,1454715555,4937754.984,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
730,RICE,DWV,257,33.199,NA,3.707,NA,55,7/23/15,RICE7,Bimaculatus,Vicia cracca,3/30/16,1,5.8475,0,21676.6825,1454715555,0,23928.07962,31.946,1,1,0,0,Low,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
773,RICE,IAPV,257,NA,NA,NA,NA,55,7/23/15,RICE7,Bimaculatus,Vicia cracca,3/30/16,1,5.8475,0,0,1454715555,0,0,NA,1,0,0,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
783,RICE,BQCV,258,24.213,0.176,1200.071,140.94,55,7/23/15,RICE16,Bimaculatus,Vicia cracca,3/30/16,1,8.2055,0,9847182.591,1189177739,11636293.3,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
715,RICE,DWV,258,NA,NA,NA,NA,55,7/23/15,RICE16,Bimaculatus,Vicia cracca,3/30/16,1,8.2055,0,0,1189177739,0,23928.07962,31.946,1,0,0,0,Low,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
739,RICE,IAPV,258,NA,NA,NA,NA,55,7/23/15,RICE16,Bimaculatus,Vicia cracca,3/30/16,1,8.2055,0,0,1189177739,0,0,NA,1,0,0,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
754,RICE,BQCV,263,23.163,0.027,2414.924,44.053,55,7/23/15,RICE3,Bimaculatus,Vicia cracca,4/4/16,0,10.591,0,25576460.08,1203734509,29857893.43,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
772,RICE,DWV,263,NA,NA,NA,NA,55,7/23/15,RICE3,Bimaculatus,Vicia cracca,4/4/16,0,10.591,0,0,1203734509,0,23928.07962,31.946,1,0,0,0,Low,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
731,RICE,IAPV,263,NA,NA,NA,NA,55,7/23/15,RICE3,Bimaculatus,Vicia cracca,4/4/16,0,10.591,0,0,1203734509,0,0,NA,1,0,0,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
755,RICE,BQCV,270,30.513,2.315,29.397,33.204,62,7/23/15,RICE33,Bimaculatus,Vicia cracca,4/4/16,1,10.733,0,315518.001,2888273483,153509.5037,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
717,RICE,DWV,270,NA,NA,NA,NA,62,7/23/15,RICE33,Bimaculatus,Vicia cracca,4/4/16,1,10.733,0,0,2888273483,0,23928.07962,31.946,1,0,0,0,Low,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
771,RICE,IAPV,270,NA,NA,NA,NA,56,7/23/15,RICE33,Bimaculatus,Vicia cracca,4/4/16,1,10.733,0,0,2888273483,0,0,NA,1,0,0,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
743,RICE,BQCV,272,28.816,1.07,62.208,41.076,62,7/23/15,RICE11,Bimaculatus,Vicia cracca,4/6/16,1,7.022,0,436824.576,463365489,1324746.614,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
729,RICE,DWV,272,NA,NA,NA,NA,62,7/23/15,RICE11,Bimaculatus,Vicia cracca,4/6/16,1,7.022,0,0,463365489,0,23928.07962,31.946,1,0,0,0,Low,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
742,RICE,IAPV,272,NA,NA,NA,NA,56,7/23/15,RICE11,Bimaculatus,Vicia cracca,4/6/16,1,7.022,0,0,463365489,0,0,NA,1,0,0,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
749,RICE,BQCV,273,26.557,0.319,252.183,53.428,62,7/23/15,RICE32,Bimaculatus,Vicia cracca,4/6/16,1,7.2615,0,1831226.855,1668000026,1542749.927,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
768,RICE,DWV,273,NA,NA,NA,NA,56,7/23/15,RICE32,Bimaculatus,Vicia cracca,4/6/16,1,7.2615,0,0,1668000026,0,23928.07962,31.946,1,0,0,0,Low,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
753,RICE,IAPV,273,NA,NA,NA,NA,56,7/23/15,RICE32,Bimaculatus,Vicia cracca,4/6/16,1,7.2615,0,0,1668000026,0,0,NA,1,0,0,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
711,RICE,BQCV,274,33.505,1.24,2.813,2.098,62,7/23/15,RICE34,Bimaculatus,Vicia cracca,4/6/16,0,6.423,0,18067.899,894008955.9,0,2760299554,14.187,1,1,0,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
712,RICE,DWV,274,NA,NA,NA,NA,62,7/23/15,RICE34,Bimaculatus,Vicia cracca,4/6/16,0,6.423,0,0,894008955.9,0,23928.07962,31.946,1,0,0,0,Low,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
732,RICE,IAPV,274,NA,NA,NA,NA,56,7/23/15,RICE34,Bimaculatus,Vicia cracca,4/6/16,0,6.423,0,0,894008955.9,0,0,NA,1,0,0,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
741,RICE,BQCV,279,28.035,0.315,93.844,19.627,57,7/23/15,RICE31,Bimaculatus,Vicia cracca,4/6/16,0,12.6195,0,1184264.358,1921452137,866100.9742,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
750,RICE,DWV,279,NA,NA,NA,NA,57,7/23/15,RICE31,Bimaculatus,Vicia cracca,4/6/16,0,12.6195,0,0,1921452137,0,23928.07962,31.946,1,0,0,0,Low,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
777,RICE,IAPV,279,NA,NA,NA,NA,57,7/23/15,RICE31,Bimaculatus,Vicia cracca,4/6/16,0,12.6195,0,0,1921452137,0,0,NA,1,0,0,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
738,RICE,BQCV,31,25.108,NA,657.444,NA,30,7/23/15,RICE22,Vagans,Vicia cracca,9/29/15,NA,4.8515,0,3189589.566,1019456223,4396586.883,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
728,RICE,DWV,31,NA,NA,NA,NA,29,7/23/15,RICE22,Vagans,Vicia cracca,9/29/15,NA,4.8515,0,0,1019456223,0,23928.07962,31.946,1,0,0,0,Low,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
734,RICE,IAPV,31,NA,NA,NA,NA,73,7/23/15,RICE22,Vagans,Vicia cracca,9/29/15,NA,4.8515,0,0,1019456223,0,0,NA,1,0,0,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
746,RICE,BQCV,43,27.36,NA,145.704,NA,24,7/23/15,RICE29,Vagans,Vicia cracca,10/10/15,1,3.8545,0,561616.068,432728333.4,1823784.967,2760299554,14.187,1,1,1,0,NA,0.786189313,0.371219282,1.134292744,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.925435,-72.969001,121,Sheldon,sans hb,N,field across from shot gun city,2,17
