LocationName,ColonyCount,Address1,city,lat,long
Home,NA,Unknown,Chester,NA,NA
Home Rt 7,11,Unknown,Milton,NA,NA
Home,1,Unknown,Guilford,NA,NA
Home,1,Unknown,Milton,NA,NA
Home,1,Unknown,Milton,NA,NA
check 90 with George Way,NA,Unknown,Milton,NA,NA
Bartlett Farm,NA,Unknown,Milton,NA,NA
McKay Farm/Sunset Hill Road,3,Unknown,Williston,NA,NA
Home Yard,2,Unknown,Milton,NA,NA
Home,5,Unknown,Milton,NA,NA
Home,0,Unknown,Jericho,NA,NA
off Packard,5,Unknown,Jericho,NA,NA
Home,NA,Unknown,Troy,NA,NA
Home,2,Unknown,Marshfield,NA,NA
Home,3,Unknown,Jericho,NA,NA
Home,NA,Unknown,Glover,NA,NA
Whitcomb Yd.,12,Unknown,Williston,NA,NA
Home  ???,NA,Unknown,Huntington,NA,NA
Cobb Brook Gardens,3,Unknown,Huntington,NA,NA
Home,1,Unknown,St. Albans Twn,NA,NA
Home,7,Unknown,Ryegate,NA,NA
Home,4,Unknown,Hinesburg,NA,NA
Home bald brood 89,1,Unknown,Hinesburg,NA,NA
Home,2,Unknown,Shelburne,NA,NA
Home,7,Unknown,Hinesburg,NA,NA
Home,NA,Unknown,Duxbury,NA,NA
turn E. off Rt 116 by Store,3,Unknown,Hinesburg,NA,NA
Home,1,Unknown,Salisbury,NA,NA
Home,2,Unknown,Hinesburg,NA,NA
Off Route 116/Hines Road,8,Unknown,Hinesburg,NA,NA
Home,NA,Unknown,Ira,NA,NA
At John Sullivan's,7,Unknown,Johnson,NA,NA
Bakehouse land,1,Unknown,Middletown Spg,NA,NA
Home??,2,Unknown,Hinesburg,NA,NA
Home,3,Unknown,Essex,NA,NA
At Bob's Repair,NA,Unknown,Vershire,NA,NA
Home,3,Unknown,Hyde Park,NA,NA
French Fm. next farm S. of Baldwin Fm.,6,Unknown,Hinesburg,NA,NA
Home,3,Unknown,Essex,NA,NA
Tony Farnum land,NA,Unknown,Brattleboro,NA,NA
Lavery Fm. next to new hse in field,NA,Unknown,South Hero,NA,NA
Andrew Bourdeau Farm,NA,Unknown,Hyde Park,NA,NA
Home,1,Unknown,Wells,NA,NA
Home,NA,Unknown,Essex,NA,NA
Chapin Orchard Yard,14,Unknown,Essex,NA,NA
Home,0,Unknown,Berlin,NA,NA
Susie Wilson Rd/on Pinecrest/1st L.,3,Unknown,Essex,NA,NA
Sunderland Gardens,2,Unknown,Colchester,NA,NA
Home,NA,Unknown,Colchester,NA,NA
Home,2,Unknown,Chelsea,NA,NA
Home,2,Unknown,Colchester,NA,NA
Home,11,Unknown,Grand Isle,NA,NA
Home,6,Unknown,Colchester,NA,NA
Home Yard  package bees from MS 1992,2,Unknown,Colchester,NA,NA
Home/behind house,NA,Unknown,Colchester,NA,NA
moved to Duxbury son now has hives call,NA,Unknown,Duxbury,NA,NA
Home,NA,Unknown,Colchester,NA,NA
Home,1,Unknown,Sharon,NA,NA
Home,1,Unknown,Rutland City,NA,NA
Home,12,Unknown,Hardwick,NA,NA
Home,2,Unknown,St. Albans Twn,NA,NA
By Dunn,1,Unknown,Charlotte,NA,NA
Home/on corner,2,Unknown,Charlotte,NA,NA
Home,NA,Unknown,Washington,NA,NA
Home,NA,Unknown,So. Burlington,NA,NA
Home,NA,Unknown,So. Burlington,NA,NA
Dorset St. across from Cider Mill,2,Unknown,So. Burlington,NA,NA
Home,1,Unknown,Starksboro,NA,NA
Chelsea Yd,NA,Unknown,Chelsea,NA,NA
Cushman,4,Unknown,St. Johnsbury,NA,NA
Home next to barn,3,Unknown,Whiting,NA,NA
Home,15,Unknown,Victory,NA,NA
Home,NA,Unknown,Granby,NA,NA
Sawmill So. of Starksboro/off 116,4,Unknown,Starksboro,NA,NA
Gilburtson Farm/Route 116,4,Unknown,Starksboro,NA,NA
Jim Dwire Rd,NA,Unknown,Starksboro,NA,NA
Home,NA,Unknown,Starksboro,NA,NA
Littlewood Farm,NA,Unknown,Marshfield,NA,NA
Home,NA,Unknown,Middlesex,NA,NA
Home,7,Unknown,Pittsford,NA,NA
Sanville Land,NA,Unknown,Irasburg,NA,NA
Absolute Precision,NA,Unknown,Morristown,NA,NA
Reynolds Road yard (old Fitzgarald yard),0,Unknown,Grand Isle,NA,NA
Home,7,Unknown,Grand Isle,NA,NA
Home,NA,Unknown,Bennington,NA,NA
Home,4,Unknown,Fairfield,NA,NA
Home,NA,Unknown,Thetford,NA,NA
Home,1,Unknown,Woodbury,NA,NA
O'Daniel Yard,20,Unknown,Panton,NA,NA
Home,NA,Unknown,Pawlet,NA,NA
Home,2,Unknown,St. George,NA,NA
Home,0,Unknown,Waterbury,NA,NA
Ascutney Basin Rd,1,Unknown,Weathersfield,NA,NA
Green land,NA,Unknown,Duxbury,NA,NA
Home,0,Unknown,Bristol,NA,NA
Home,NA,Unknown,St. Johnsbury,NA,NA
Home,2,Unknown,Woodstock,NA,NA
By Gaylord Garage,8,Unknown,Waitsfield,NA,NA
Home,NA,Unknown,Plainfield,NA,NA
Middle Rd L pass ctr. school R up,NA,Unknown,Plainfield,NA,NA
home x Rt 12,1,Unknown,Northfield,NA,NA
OffOldRT4,NA,Unknown,Castleton,NA,NA
Home,NA,Unknown,Bakersfield,NA,NA
Cate Farm,NA,Unknown,Plainfield,NA,NA
Community of the Crucified One Church,NA,Unknown,Moretown,NA,NA
Home,2,Unknown,Woodstock,NA,NA
OB hive Biology Dept Ext. 5437,NA,Unknown,Middlebury,NA,NA
Farm on corner,1,Unknown,Marshfield,NA,NA
Snow/Baker Farm,2,Unknown,Marshfield,NA,NA
in field N. of house,NA,Unknown,E. Montpelier,NA,NA
CrossRdFm,2,Unknown,Fairlee,NA,NA
Glebelands Yard,2,Unknown,Manchester,NA,NA
Tony Merando(sp?) land,NA,Unknown,Wilmington,NA,NA
Bancroft Fm son has Bees,NA,Unknown,E. Montpelier,NA,NA
at fm. before bird fm.,1,Unknown,E. Montpelier,NA,NA
Pond Yard,5,Unknown,Weathersfield,NA,NA
has bees with Boynton,2,Unknown,Bennington,NA,NA
Across North St. from Clayton residence,NA,Unknown,Montpelier,NA,NA
Fox Run Fm.,2,Unknown,E. Montpelier,NA,NA
Home ?,2,Unknown,Waitsfield,NA,NA
Home,1,Unknown,Poultney,NA,NA
Outyard,NA,Unknown,Plainfield,NA,NA
Jonesville old school N.Duxbury Rd,NA,Unknown,Duxbury,NA,NA
On hill behind house,3,Unknown,St. Albans Twn,NA,NA
Carrier Road Yard,3,Unknown,Washington,NA,NA
Home,1,Unknown,South Hero,NA,NA
down hill from Kent Mueseum at bend,NA,Unknown,Calais-adamant,NA,NA
OffRT2XFryeQuarry,5,Unknown,Danville,NA,NA
1.35M from Lower Cabot Marshfield R,1,Unknown,Cabot,NA,NA
Home,3,Unknown,Berlin,NA,NA
Home,1,Unknown,Starksboro,NA,NA
Lockwood Yd.,19,Unknown,Ferrisburg,NA,NA
Rt 2 x Mollies Pond 2 White Cottage,1,Unknown,Danville,NA,NA
Home,NA,Unknown,Berkshire,NA,NA
Moble home behind D. Washburn's,1,Unknown,Rockingham,NA,NA
Home,NA,Unknown,Woodstock,NA,NA
Home/bees from Kermit Mayo,2,Unknown,Barre Town,NA,NA
Half mile off Waterman Street,3,Unknown,Barre Town,NA,NA
Home,NA,Unknown,Marlboro,NA,NA
Home,1,Unknown,Barre Town,NA,NA
Home,NA,Unknown,Lyndon,NA,NA
Home,3,Unknown,Barre Town,NA,NA
Xroad fromYoungsFarmEquip,11,Unknown,Fair Haven,NA,NA
Harry Kurberland Farm,NA,Unknown,Poultney,NA,NA
At Champlain Valley Co-Housing,2,Unknown,Charlotte,NA,NA
Shippees,NA,Unknown,Stamford,NA,NA
near state line behind trailer,4,Unknown,Stamford,NA,NA
Home,1,Unknown,Pawlet,NA,NA
off Corn Hill Dr.,2,Unknown,Pittsfield,NA,NA
John Kittel/Willow Road,3,Unknown,Bennington,NA,NA
Tudor RD.,4,Unknown,Sandgate,NA,NA
Huellet Yard RT 153,18,Unknown,Pawlet,NA,NA
Carpenter Hill Road,2,Unknown,Pownal,NA,NA
Down Below garden hornets in 1 by h,NA,Unknown,Pownal,NA,NA
below hse.,2,Unknown,Pownal,NA,NA
Home,3,Unknown,E. Montpelier,NA,NA
Home,2,Unknown,Bennington,NA,NA
Home stored,NA,Unknown,Pownal,NA,NA
Peplau's 20Mile Stream Rd. ???,1,Unknown,Reading,NA,NA
Fitzgerald land,NA,Unknown,Wilmington,NA,NA
Pat Baird Fm,NA,Unknown,Chittenden,NA,NA
Home,NA,Unknown,Wallingford,NA,NA
Home,2,Unknown,Putney,NA,NA
Paul Harlow's,12,Unknown,Westminster,NA,NA
Home,1,Unknown,Weathersfield,NA,NA
Home,NA,Unknown,Vergennes,NA,NA
Home,NA,Unknown,Tunbridge,NA,NA
Home up on bank above hse,NA,Unknown,Windsor,NA,NA
Home/Cider Hill Orchard,NA,Unknown,Windsor,NA,NA
WiswallLd,NA,Unknown,E. Montpelier,NA,NA
Home,2,Unknown,Woodstock,NA,NA
Off River Road,2,Unknown,Pomfret,NA,NA
Bulrush Fm,4,Unknown,Royalton,NA,NA
Home Rt 25,3,Unknown,Bradford,NA,NA
off Broad Brook Rd,NA,Unknown,Royalton,NA,NA
Home,2,Unknown,Pittsford,NA,NA
at David Brandau's moved to S.Royal,NA,Unknown,Royalton,NA,NA
Out back towards I-91,NA,Unknown,Weathersfield,NA,NA
Goddard Hill Rd,1,Unknown,Westminster,NA,NA
Home,3,Unknown,Addison,NA,NA
Home,NA,Unknown,Arlington,NA,NA
McLarenYd,41,Unknown,Benson,NA,NA
Home,1,Unknown,Barre Town,NA,NA
in field,NA,Unknown,Starksboro,NA,NA
Home,4,Unknown,Corinth,NA,NA
Swamp yard,2,Unknown,Orwell,NA,NA
Home,1,Unknown,Essex,NA,NA
Orchard yard,3,Unknown,Orwell,NA,NA
Brother,4,Unknown,St. Johnsbury,NA,NA
Home Yard  west side of road,2,Unknown,New Haven,NA,NA
Home,2,Unknown,Bradford,NA,NA
Pierson's Farm Stand,1,Unknown,Bradford,NA,NA
Home,NA,Unknown,Ripton,NA,NA
Herb Dutton Fm before G.Havell S.of hse,NA,Unknown,Windham,NA,NA
D.Allen land,NA,Unknown,Greensboro,NA,NA
Home,2,Unknown,Monkton,NA,NA
Home,1,Unknown,Charlotte,NA,NA
Home/AFB,16,Unknown,Monkton,NA,NA
Mace Hill Rd,NA,Unknown,Hartland,NA,NA
Home,2,Unknown,Middlebury,NA,NA
Larson Farm,30,Unknown,Wells,NA,NA
Home/first right out of town,2,Unknown,Middlebury,NA,NA
Home/Seminary Street,2,Unknown,Middlebury,NA,NA
By sugarhouse/Route 7,1,Unknown,New Haven,NA,NA
Home,NA,Unknown,Middlebury,NA,NA
Camp Holly Cross,1,Unknown,Colchester,NA,NA
Littlewood Farm,NA,Unknown,Plainfield,NA,NA
By Diefenbach next to Rt.2,24,Unknown,Danville,NA,NA
Willowell Foundation Land,NA,Unknown,Monkton,NA,NA
Home,4,Unknown,Woodbury,NA,NA
Home,1,Unknown,Putney,NA,NA
Home,1,Unknown,Elmore,NA,NA
Home,2,Unknown,Ferrisburg,NA,NA
By Weeks School,1,Unknown,Ferrisburg,NA,NA
By Man.,1,Unknown,Cornwall,NA,NA
Lloyd Dike,1,Unknown,Bristol,NA,NA
Devino house/Hinesburg Road,3,Unknown,Bristol,NA,NA
Home,4,Unknown,Bristol,NA,NA
Home,1,Unknown,Bristol,NA,NA
Home,NA,Unknown,Bristol,NA,NA
3rd hse on R. take path by swing set,3,Unknown,Barre Town,NA,NA
E. Creek II,24,Unknown,Orwell,NA,NA
Home,NA,Unknown,Underhill,NA,NA
Home/bought bees in 86,5,Unknown,Bridport,NA,NA
Brickell Yard,20,Unknown,Shoreham,NA,NA
Home,NA,Unknown,Brandon,NA,NA
Abbott Road,2,Unknown,Windham,NA,NA
Off Parsons Road,2,Unknown,Wilmington,NA,NA
Route 9/Boyd Fm E.of Sugar hse in hollow,2,Unknown,Wilmington,NA,NA
On right/past A-frame Alabama bees 89,2,Unknown,Wilmington,NA,NA
Home,2,Unknown,Royalton,NA,NA
Off Sand Hill Rd./by garden,NA,Unknown,Westminster,NA,NA
Granby Yard,10,Unknown,Granby,NA,NA
Morse Farm/bought from Norman Raymond,4,Unknown,Westminster,NA,NA
0.8MoffRT2,NA,Unknown,Moretown,NA,NA
Across State Park,NA,Unknown,Elmore,NA,NA
no bees 84 to 88,0,Unknown,Westminster,NA,NA
VT home,NA,Unknown,Northfield,NA,NA
Rt.9 L.at Grampies Greenleaf L.Hinesburg,NA,Unknown,Guilford,NA,NA
Home,3,Unknown,Winhall(bondv),NA,NA
off Memorial 1M up on L log hse on hill,2,Unknown,Londonderry,NA,NA
Home,5,Unknown,Vernon,NA,NA
Home/in woods,2,Unknown,Vernon,NA,NA
RT 100S&RT 30,6,Unknown,Jamaica,NA,NA
Home - Harmonyville,2,Unknown,Townshend,NA,NA
Dad's Farm,7,Unknown,Bennington,NA,NA
Home,NA,Unknown,Jericho,NA,NA
Home  (works at MadDog Electronics),NA,Unknown,Moretown,NA,NA
Home,1,Unknown,Warren,NA,NA
Home,2,Unknown,Fairfield,NA,NA
Rt30 to Dump Rd no bees stored,NA,Unknown,Newfane,NA,NA
Home,NA,Unknown,Bridgewater,NA,NA
old farm hse on R.,NA,Unknown,Marlboro,NA,NA
Home/Route 11 call before inspectin,NA,Unknown,Londonderry,NA,NA
Family farm,2,Unknown,Jamaica,NA,NA
Home,1,Unknown,Sandgate,NA,NA
Home,0,Unknown,Londonderry,NA,NA
Home getting bees call first,NA,Unknown,Peru,NA,NA
Home,NA,Unknown,Middletown Spg,NA,NA
hive under tree belongs to Ed Hale,4,Unknown,Guilford,NA,NA
Home,NA,Unknown,New Haven,NA,NA
Home,1,Unknown,Wells,NA,NA
Home,NA,Unknown,Stowe-moscow,NA,NA
2.8 from bridge on R new cedar hse on hl,3,Unknown,Guilford,NA,NA
Home,1,Unknown,Guilford,NA,NA
Houghtonville  empty since 84,NA,Unknown,Grafton,NA,NA
Home,NA,Unknown,Grafton,NA,NA
Home/by museum 1st R after 2nd ceme,NA,Unknown,Grafton,NA,NA
Gordon Yard,NA,Unknown,New Haven,NA,NA
Rt 5 2nd above River Rd. townline E,2,Unknown,Putney,NA,NA
Home,2,Unknown,Waterbury,NA,NA
Hill Dale Farm off Holland Hill Rd.,NA,Unknown,Putney,NA,NA
Home,1,Unknown,Moretown,NA,NA
Home,6,Unknown,Moretown,NA,NA
Home,3,Unknown,Putney,NA,NA
Off River Road,NA,Unknown,Putney,NA,NA
Home something wrong here check in 90,2,Unknown,Dummerston,NA,NA
Home,1,Unknown,Hinesburg,NA,NA
Walker Farm,5,Unknown,Dummerston,NA,NA
Home,7,Unknown,Bridgewater,NA,NA
B&B Forms Co.  1st on L.,1,Unknown,Dover,NA,NA
NE corner of field back of hse,2,Unknown,Dover,NA,NA
Home,2,Unknown,Williston,NA,NA
Home,3,Unknown,Cornwall,NA,NA
Home,4,Unknown,Marlboro,NA,NA
Home,1,Unknown,Hubbardton,NA,NA
home Harvey Rd. could not find call,NA,Unknown,Underhill,NA,NA
new off Town Rd 54,NA,Unknown,Bridgewater,NA,NA
Home,8,Unknown,Middlebury,NA,NA
1.5 m. from Western Ave. Hinesburg R mom,2,Unknown,Brattleboro,NA,NA
Home,NA,Unknown,Stamford,NA,NA
2718 Bonneyvale Rd,2,Unknown,Brattleboro,NA,NA
E. Montpelier,3,Unknown,E. Montpelier,NA,NA
just south of 132 opp. fire station sign,1,Unknown,Sharon,NA,NA
Home,NA,Unknown,Enosburg,NA,NA
Home,3,Unknown,Brattleboro,NA,NA
Home,5,Unknown,Bridgewater,NA,NA
Log Cabin,4,Unknown,Rockingham,NA,NA
OutYard,5,Unknown,Rockingham,NA,NA
new 88,NA,Unknown,Eden,NA,NA
Blueberry Fm. Bought Weaver Packages 90,4,Unknown,Rockingham,NA,NA
Rt 5 1/4M N. of Durland's in Rockingham,3,Unknown,Rockingham,NA,NA
Home,2,Unknown,Shrewsbury,NA,NA
Home,2,Unknown,Hartland,NA,NA
15 Elm Street/Mother's,NA,Unknown,Windsor,NA,NA
Home,NA,Unknown,Roxbury,NA,NA
Home/Route 5/on hill behind house,NA,Unknown,Windsor,NA,NA
Registered in 88,NA,Unknown,Windsor,NA,NA
Hewitt Road at Ferris,NA,Unknown,Windsor,NA,NA
Home,1,Unknown,Windsor,NA,NA
At parents house,3,Unknown,E. Montpelier,NA,NA
Behind school,2,Unknown,Springfield,NA,NA
Home/off Woodbury Rd.,0,Unknown,Springfield,NA,NA
Home,1,Unknown,Chester,NA,NA
Home,5,Unknown,Putney,NA,NA
Home,3,Unknown,Orwell,NA,NA
Home,0,Unknown,Rockingham,NA,NA
Wk. Oscarson Auto/Home 29 Clinton,2,Unknown,Springfield,NA,NA
In field behind 660 Maple St,3,Unknown,Weathersfield,NA,NA
Home,2,Unknown,Springfield,NA,NA
Home,NA,Unknown,Rupert,NA,NA
Home,1,Unknown,Springfield,NA,NA
Home/Stored,NA,Unknown,Springfield,NA,NA
Home,5,Unknown,Springfield,NA,NA
Rt.110 2.5M from E. Bar L .5m R .6 on R,NA,Unknown,Orange,NA,NA
HoweYd,1,Unknown,Brookfield,NA,NA
Home,1,Unknown,Middletown Spg,NA,NA
Home - Deer Valley Road,3,Unknown,Townshend,NA,NA
3/4 M. from Townshend Line,NA,Unknown,Newfane,NA,NA
Home,7,Unknown,Weathersfield,NA,NA
Home 261 Hosking Farm Rd,NA,Unknown,Elmore,NA,NA
Rt 2 in corn field,2,Unknown,Waterbury,NA,NA
Buying bees 88,NA,Unknown,Norwich,NA,NA
In town/2nd on left,2,Unknown,Norwich,NA,NA
Home,NA,Unknown,Stratton,NA,NA
At Retail Store on RT 7,5,Unknown,Ferrisburg,NA,NA
Home,5,Unknown,Pomfret,NA,NA
Home,3,Unknown,Woodstock,NA,NA
home,4,Unknown,Woodstock,NA,NA
Home,22,Unknown,Cambridge,NA,NA
Home,2,Unknown,Warren,NA,NA
Located at VBA Bee Yard,NA,Unknown,Addison,NA,NA
PineHill Subd.,1,Unknown,Warren,NA,NA
Home,1,Unknown,Rutland Town,NA,NA
At Earl Barrs farm Fletcher Hill Rd,1,Unknown,Woodstock,NA,NA
Harold Parontos' grn. shingled hse,2,Unknown,Sharon,NA,NA
Houston Hill New Hse,NA,Unknown,Walden,NA,NA
Home,NA,Unknown,Cavendish,NA,NA
High Mowing Seeds,NA,Unknown,Wolcott,NA,NA
Home,6,Unknown,Shelburne,NA,NA
Home/off Route 14,2,Unknown,Royalton,NA,NA
S. of hse on bank Upper Broad Brook,1,Unknown,Royalton,NA,NA
Home,3,Unknown,Sharon,NA,NA
Home/Johnson Hill,7,Unknown,Royalton,NA,NA
Moved to Tunbridge 87,2,Unknown,Tunbridge,NA,NA
Home,15,Unknown,Rochester,NA,NA
Home,NA,Unknown,Craftsbury,NA,NA
Quarry Hill Rd.,4,Unknown,Rochester,NA,NA
got bees again 89,NA,Unknown,Middlesex,NA,NA
ChristianHillRd,2,Unknown,Bethel,NA,NA
Home,0,Unknown,Dorset,NA,NA
Home,1,Unknown,Middlebury,NA,NA
Saw mill,4,Unknown,Waitsfield,NA,NA
Home,2,Unknown,North Hero,NA,NA
N. Pomfret Road/above church,2,Unknown,Pomfret,NA,NA
Coonclub Rd. at Perry Edson's,2,Unknown,West Windsor,NA,NA
No bees 88,0,Unknown,Ludlow,NA,NA
Ed Margolies,2,Unknown,Ludlow,NA,NA
Home,2,Unknown,Newbury,NA,NA
Spring Brook Farm,NA,Unknown,Reading,NA,NA
x from Maxham on hill log cabin,1,Unknown,Hartland,NA,NA
Across by horse barn,2,Unknown,Hartland,NA,NA
Home,2,Unknown,Montpelier,NA,NA
bought out Peabody in Woodstock call 90,NA,Unknown,Reading,NA,NA
North of Country Real Estate N. of hse,2,Unknown,Hartland,NA,NA
Next to cemetery Clay Hill Rd.,NA,Unknown,Hartland,NA,NA
Rte 5 yd/by RR tracks/behind house,6,Unknown,Hartland,NA,NA
McTaggart home,4,Unknown,Manchester,NA,NA
Home,1,Unknown,Walden,NA,NA
East of house,1,Unknown,Hartland,NA,NA
Home yard,1,Unknown,Hartland,NA,NA
368 Brietmeyer Dr.,NA,Unknown,Craftsbury,NA,NA
Home,NA,Unknown,Rockingham,NA,NA
Home,NA,Unknown,Lincoln,NA,NA
Quarry by Shelburne boat access,6,Unknown,Shelburne,NA,NA
BeanHill Rd-W.Glover,9,Unknown,Glover,NA,NA
Father's yard/River Road/Que-Hart sold,3,Unknown,Hartford,NA,NA
Home,5,Unknown,Hartford,NA,NA
Home/Near Pease by barn,1,Unknown,Hartford,NA,NA
Home,NA,Unknown,Plainfield,NA,NA
At Arbortech Inc,10,Unknown,Colchester,NA,NA
Off Route 14,NA,Unknown,Hartford,NA,NA
By Mayhew L./off Campbell Road,3,Unknown,Hartford,NA,NA
Home,1,Unknown,Chester,NA,NA
Home,NA,Unknown,Bradford,NA,NA
E. of cemetary by garage,3,Unknown,Chester,NA,NA
Home,NA,Unknown,Stowe-moscow,NA,NA
Home,7,Unknown,Dorset,NA,NA
Home yard,5,Unknown,Pawlet,NA,NA
Stored in house,NA,Unknown,Chester,NA,NA
Depot St. on roof,2,Unknown,Cavendish,NA,NA
Sewer Plant Rt131,1,Unknown,Cavendish,NA,NA
Home,NA,Unknown,Hyde Park,NA,NA
out by school bus,2,Unknown,Cavendish,NA,NA
Beacon Pest Control opp. Mack Molding,1,Unknown,Cavendish,NA,NA
Cavendish Center Road,NA,Unknown,Cavendish,NA,NA
Home,2,Unknown,Sandgate,NA,NA
Home,8,Unknown,Walden,NA,NA
Home,1,Unknown,West Windsor,NA,NA
Wm. Russell Seems Rd. AFB,NA,Unknown,West Windsor,NA,NA
Home,NA,Unknown,Windsor,NA,NA
Home/Weeden Hill Road no bees since 85,1,Unknown,West Windsor,NA,NA
Poultney Yd,20,Unknown,Poultney,NA,NA
Home,1,Unknown,West Windsor,NA,NA
Kinney Yard,12,Unknown,Benson,NA,NA
Summer home/Curtis Hollow,NA,Unknown,Reading,NA,NA
Home,NA,Unknown,Barnard,NA,NA
Home,2,Unknown,Bennington,NA,NA
Home,2,Unknown,Brattleboro,NA,NA
Christian Hill,NA,Unknown,Bethel,NA,NA
Christian Hill,2,Unknown,Bethel,NA,NA
Lake Crawford Mt. Hunger Rd.,NA,Unknown,Barnard,NA,NA
Home,NA,Unknown,Westminster,NA,NA
Home/Tower Rd  (will restock in 94),NA,Unknown,Barnard,NA,NA
Home,3,Unknown,Underhill,NA,NA
Wheeler Rd off Hucklehill Rd Nokes Place,NA,Unknown,Vernon,NA,NA
Walloomsac Rd,6,Unknown,Bennington,NA,NA
Home,2,Unknown,Rockingham,NA,NA
1KydsfromendClayRd,NA,Unknown,Pomfret,NA,NA
Austin Farm/Austin Rd. sold? call,10,Unknown,Shaftsbury,NA,NA
Rt 9 S. side red hse in hollow ?,NA,Unknown,Woodford,NA,NA
no bees for years check 92,0,Unknown,Stamford,NA,NA
Bear got some spot checked 25 dead hives,25,Unknown,Stamford,NA,NA
Home,NA,Unknown,Bennington,NA,NA
offHiden Valey Rd.1stonL Cedar Hill,NA,Unknown,Shaftsbury,NA,NA
Home,NA,Unknown,Fairfield,NA,NA
Home East of hse,NA,Unknown,Shaftsbury,NA,NA
Home,NA,Unknown,Shaftsbury,NA,NA
at Vanderel's foot of Glastenuiew on Dan,3,Unknown,Shaftsbury,NA,NA
Home,NA,Unknown,Halifax,NA,NA
back Bible Baptist Ch. NE crn back field,NA,Unknown,Bennington,NA,NA
Home,2,Unknown,Sherburne,NA,NA
Home,NA,Unknown,Rupert,NA,NA
Home,7,Unknown,Waitsfield,NA,NA
Off Monkton Rd,NA,Unknown,Charlotte,NA,NA
Home,NA,Unknown,Pownal,NA,NA
Home,1,Unknown,Richmond,NA,NA
Home,2,Unknown,Hartford,NA,NA
C.PalmerFarm,1,Unknown,Pownal,NA,NA
Home by pond and shed,1,Unknown,Peru,NA,NA
1.25 M. from Wild Winds XC turnoff,1,Unknown,Peru,NA,NA
Charles Palmer's Gravel Pit,NA,Unknown,Pownal,NA,NA
Dad's Farm,5,Unknown,Shaftsbury,NA,NA
off N. Hollow Rd last hse,NA,Unknown,Rochester,NA,NA
Home,3,Unknown,Chester,NA,NA
Hill behind house/.25 mile,2,Unknown,Bennington,NA,NA
Home,NA,Unknown,Randolph,NA,NA
Home,NA,Unknown,Wheelock,NA,NA
Home,2,Unknown,Westminster,NA,NA
Moving all bees home? off Ways Lane,5,Unknown,Manchester,NA,NA
McCooey Dr.turn X Weathervane Motel,0,Unknown,Manchester,NA,NA
Home/off Benedict Crossing Rd S. side,1,Unknown,Arlington,NA,NA
home,2,Unknown,Landgrove,NA,NA
new after school on left,NA,Unknown,Andover,NA,NA
Home,NA,Unknown,Danville,NA,NA
.3 M from West Rd on R.,1,Unknown,Manchester,NA,NA
W.sideShacksboroRd,4,Unknown,Shoreham,NA,NA
Hill Farm,2,Unknown,Marshfield,NA,NA
Home/Dorset Hollow Road over bank,6,Unknown,Dorset,NA,NA
107 Bowen Road called no bees 87,NA,Unknown,Woodford,NA,NA
Home/Fay Farm stored,NA,Unknown,Bennington,NA,NA
Dad's Place,30,Unknown,Wells,NA,NA
Burns Yd,1,Unknown,Westminster,NA,NA
Home S. of Barn comb eaten by moth,NA,Unknown,Bennington,NA,NA
Home,2,Unknown,Thetford,NA,NA
cross from cemetary check spring 88,1,Unknown,Newport Town,NA,NA
Log cabin,2,Unknown,Hartland,NA,NA
A. Feris Yard,NA,Unknown,Ryegate,NA,NA
Home,NA,Unknown,Plainfield,NA,NA
home,3,Unknown,Northfield,NA,NA
Home/off Hicks Avenue sold some bee,7,Unknown,Bennington,NA,NA
Myron  Greene N. Park St,NA,Unknown,Bennington,NA,NA
Home,5,Unknown,Alburg,NA,NA
Home Yard,NA,Unknown,Berkshire,NA,NA
Home,NA,Unknown,Plymouth,NA,NA
Home,1,Unknown,Williston,NA,NA
Home,NA,Unknown,Bennington,NA,NA
Home,0,Unknown,Brookfield,NA,NA
Home,3,Unknown,Pownal,NA,NA
Pippin Knoll/Meyer's yard,15,Unknown,Bennington,NA,NA
Robinson Yard,NA,Unknown,Milton,NA,NA
Home,NA,Unknown,Stockbridge,NA,NA
Home,5,Unknown,Springfield,NA,NA
Home,8,Unknown,Richford,NA,NA
Home,4,Unknown,Putney,NA,NA
Home,2,Unknown,Leicester,NA,NA
Eunice Bagley yard call,NA,Unknown,Woodford,NA,NA
bought Pierces hives call bees in N.Y.,0,Unknown,Bennington,NA,NA
Home,35,Unknown,Richford,NA,NA
Whipple Yard,NA,Unknown,Chelsea,NA,NA
Home,NA,Unknown,Pawlet,NA,NA
Harlow Brook Farm,NA,Unknown,Hartland,NA,NA
Appleberry Farm,2,Unknown,Shaftsbury,NA,NA
Home,9,Unknown,West Rutland,NA,NA
Off 4A,2,Unknown,West Rutland,NA,NA
off 144,2,Unknown,Hubbardton,NA,NA
Home,2,Unknown,Wallingford,NA,NA
Clearview FarmbyChocolateFactory,5,Unknown,Shaftsbury,NA,NA
Corrow's Land,NA,Unknown,Hardwick,NA,NA
Home,NA,Unknown,Tinmouth,NA,NA
Home,2,Unknown,Sherburne,NA,NA
Home1.6M EoffRT16,2,Unknown,Wheelock,NA,NA
Home,1,Unknown,New Haven,NA,NA
Home,NA,Unknown,Troy,NA,NA
Home,31,Unknown,Sudbury,NA,NA
Home,3,Unknown,Wallingford,NA,NA
Home/Upper Cold River Road,2,Unknown,Shrewsbury,NA,NA
Home,1,Unknown,Fayston,NA,NA
Home/Scottsville,NA,Unknown,Danby,NA,NA
