LocationName,ColonyCount,Address1,city,lat,long
Edholm Yard,1,147 Mad Tom Road,East Dorset,NA,NA
Farley Yard,1,Read Farm Road,East Dorset,NA,NA
Vallee Yard,11,Polly Hubbard Road,Georgia,NA,NA
Cedar Circle Farm,0,Pavillion Road,Thetford,NA,NA
Farthers Yard,0,2907 Dairy Hill Road,Royalton,NA,NA
Home Yard,3,48 N. Pleasant Street Apt. C,Middlebury,NA,NA
Kratt Yard,22,Nobles Hill Road,Isle LaMotte,44.887586,-73.328631
Turner Yard,28,Main Street,Isle LaMotte,44.840002,-73.351743
Home Yard,1,173 Jasper Lane,Arlington,NA,NA
Home Yard,3,101 Minister Road,E. Montpelier,NA,NA
Whipple Hill,1,782 Whipple Hill Road,Lyndon,44.536094,-71.977727
Randall's Yard,32,Bonneau Road,Troy,44.9,-72.36
Tinker - Palmer,32,Off RT 2,Alburgh,44.99249,-73.30289
Ethyl Hazen Yard (RD),0,West Shore Road,North Hero,44.63559,-73.33568
Bridge Yard (Bohanan - RD),32,Alburgh Springs Road,Alburgh Springs,44.97604,-73.23519
RR Bed Yard (RD),32,RT 78,Alburgh,44.956,-73.28189
Corn,32,Middle Road,Alburgh,44.938696,-73.276058
Yandow Yard (RD),32,Lord Road,Swanton,44.87773,-73.152278
Asparagus Yard (RD),32,Faywood Road,Grand Isle,44.74529,-73.27397
Trembley Yard (RD),32,197 Alburg Springs Road,Alburgh,44.999057,-73.223433
Town Garage Yard (RD),0,RT 2,Alburgh,44.988234,-73.286952
Munson Yard (RD),32,Lombard Road,Grand Isle,44.67509,-73.31259
Cemetary Yard (RD),0,Pearl Bay Lane,Grand Isle,44.71656,-73.28724
Jill Hazen Yard (RD),32,Lake View Road,South Hero,44.63947,-73.3321
Allenholm Yard (RD),32,South Street,South Hero,44.62667,-73.3075
Hero House Yard (RD),32,Station Road,North Hero,44.81424,-73.29601
McGregor Yard,0,0,Grand Isle,NA,NA
Pillsbury Yard (RD),0,RT 2,South Hero,44.64004,-73.28317
Tamarack Hollow Farm,1,519 Eathan Allen Parkway,Burlington,NA,NA
Thompson Yard,3,134 Weed Road,Essex Junction,44.506183,-73.015525
Home Yard,8,400 Spring Brook Road,Arlington,NA,NA
Triple Combination Farm,1,579 Dakin Road,Ferrisburgh,44.242547,-73.219284
Home Yard,1,522 Decker Road,Georgia,44.720424,-73.151644
Cole Yard,20,2182 RT 7,Leicester,43.875162,-73.105862
Home Yard,4,1104 Kent Hollow Road,West Rupert,43.232506,-73.216377
Liebigs,7,Button Falls Road,West Pawlet,NA,NA
Home Yard (Lake Yard),1,2017 West Lake Road,Wells,43.457205,-73.215928
Main Street Yard,2,Main Street,Wells,43.417284,-73.201668
Saw Mill Hill Yard,2,Sawmill Hill Road,Wells,43.446501,-73.175039
VT Maple Outlet Yard,7,3929 VT RT 15,Jeffersonville,NA,NA
Paul Mazza Farm,2,Paul Mazza Farm,Jericho,NA,NA
Home Yard,23,69 Johnson Road,Cavendish,43.399182,-72.638228
Home Yard,3,1092 Symonds Mill Road,Lake Elmore,NA,NA
Home Yard,1,58 Wakelee Road,East Dover,NA,NA
Pierce Lot Yard,2,298 US RT 5 N,Windsor,43.515599,-72.404623
Home Yard,0,711 Scribner Road,East Calais,44.417576,-72.461746
Home Yard,1,2279 RT 113,Thetford,43.817357,-72.223978
Home Yard,2,8074 Spear Street,Shelburne,NA,NA
Home Yard,30,46 Grapevine Lane,Pownal,NA,NA
Gardner Yard,30,Mann Hill Road,Pownal,NA,NA
Peckham Yard,10,Buck Hill Road,Shafsbury,NA,NA
Palmer Yard,5,5746 Ethan Allen Highway,St. Albans,NA,NA
Dickerson Yard,5,69 Button Road,St. Albans,NA,NA
Mayo Yard,4,Middle Road,Franklin,NA,NA
Lussier Yard,6,Beebe Road,Derby,NA,NA
Home Yard,2,627 Bardon Drive,Middlebury,43.98558,-73.197257
Home Yard,4,2340 Route 5 North,Fairlee,43.929005,-72.119681
3B,1,1288 Barton-Orleans Road,Barton,44.763157,-72.203377
Home Yard,1,196 Old Sawmill Road,Londonderry,43.214085,-72.761177
Marshall Yard,4,1912 Silver Street,Hinesburg,NA,NA
Annie Yard,2,1765 Main Street,New Haven,NA,NA
George Yard,4,283 Higbee Road,Charlotte,NA,NA
Shelburn Farms,4,Shelburne Farms,Shelburne,44.39004,-73.27153
Home Yard,4,211 Mountain View Drive,Bolton,44.380968,-72.911499
Home Yard,3,1436 Lily Hill Road,Pawlet,NA,NA
Home Yard,2,58 Brook Street,Websterville,NA,NA
Camp Betsy Cox,2,140 Betsey Cox Lane,Pittsford,43.690413,-72.973373
Home Yard,3,4815 Main Road,Huntington Center,44.296877,-72.967164
Home Yard,1,140 Beckley Street,Barre,NA,NA
Home Yard,1,1629 VT RT 14,White River Junction,43.672928,-72.379547
Home Yard,11,258 Jericho Road,Essex,44.504166,-73.006317
Home Yard,66,1 Parsons Lane,St. Albans,44.793124,-73.090011
Winpenny Yard,24,940 Rupert Hill  Road,Pawlet,NA,NA
Farmer Yard,22,RT 153,Pawlet,43.37896,-73.22729
Ross Pit Yard,27,Ross Pit Road,Pawlet,NA,NA
Parents House,0,1188 Tucker Hill Road,Fayston,NA,NA
Huntington Yard,1,Moody Road,Huntington,44.25615,-72.954615
Charlotte Yard,2,1905 Mt. Philo Road,Charlotte,44.328079,-73.220299
Home Yard,25,1425 Wanzer Road,Fairfield,44.830828,-72.908064
Home Yard,1,2490 South Stream Road,Pownal,NA,NA
Champlain College Apiary,3,163 South Willard Street,Burlington,44.475517,-73.205711
Home Yard,4,36 Calais Road,Worcester,44.372953,-72.547173
Home Yard,1,93 Forest Drive,New Haven,NA,NA
Newport Yard,0,700 High Acres Road,Newport,44.880001,-72.242821
Goodro Lumber Yard,3,4489 US RT 4,Killington,43.655571,-72.771523
Patterson Nuc Yard,82,847 Mountain Road,Bridport,44.027977,-73.277273
Home Yard,15,1437 South Street,New Haven,44.106121,-73.141592
Oneil Yard,19,Leavensworth Road,Hinesburg,44.337023,-73.150103
Plouff Yard,14,Plouff Farm  Lane,Charlotte,44.34215,-73.18709
Lapairre Yard,20,RT 116,Shelburne,44.391228,-73.142201
Home Yard,1,61 Turnpike Road,South Strafford,43.830324,-72.347442
Home Yard,3,47 Stonebrook Road,Wilmington,42.9072,-72.8458
Home Yard,2,484 Bear Trap Road,Milton,44.614682,-73.201711
Charlebois Yard,1,950 RT7,South Milton,44.597222,-73.160278
Parent's House Yard,2,20 Broadway St,Swanton,44.946888,-73.076599
Valley Dream Farm Yard,3,Pleasant Valley Road,Underhill,44.58807,-72.865165
LCC,2,Intervale Road,Burlington,44.493498,-73.20434
Home Yard,8,90Cemetery Road,Monkton,44.267115,-73.160313
Summer Home,1,171 Halls Lake Road,Newbury,44.097094,-72.116485
Mighty Food Farm,1,549 Cedar Hill Road,Pownal,42.79217,-73.24662
Home Yard,1,92 Colby Road South,Thetford Center,43.85975,-72.27438
#4,0,140 Brackett Road,Fairlee,43.896194,-72.172836
#2,1,1110 Parker Road,Vershire,43.947231,-72.309509
#3,2,Cross Road Vegetable Stand,Post Mills,NA,NA
NA,2,430 Sadie Foss Road,Marshfield,44.339427,-72.411253
Home Yard,3,2185 Willoughby Lake Road,Brownington,44.814995,-72.07792
Grabowski Yard,0,670 RT 4A,West Rutland,43.60507,-73.07114
Thomas Dairy,0,2096 RT 7,Rutland,NA,NA
Giddings Yard,0,1426 RT 7,Pittsford,NA,NA
McMahon Yard,0,1245 West Hill Road,Wallingford,NA,NA
Benson 1,5,0,Benson,43.75284,-73.35065
Benson 2,4,Benson Landing Road,Benson,43.70895,-73.34201
Bruno's,17,Elementary School Road,Castleton,43.620536,-73.208438
Home Yard #2,12,18 Ward Road,Poultney,43.561292,-73.222396
Home Yard,2,125 Willow Heights,Wallingford,NA,NA
Langham Yard,1,931 Greenbay Loop Road,Peacham,44.303925,-72.203475
Home Yard,3,189 Trobridge Road,Bakersfield,44.77779,-72.788147
Home Yard,2,4 Greenfield Terrace,Montpelier,44.699225,-73.005567
Home Yard,1,1548 Peterkin Hill Road,Woodstock,43.579936,-72.53971
Rugged Bee 1,2,20 Crombie Street,Burlington,NA,NA
Rugged  Bee 2,1,105-107 Intervale Ave,Burlington,NA,NA
Rugged Bee 3,1,27 Washington Street,Burlington,NA,NA
Home Yard,4,237 Potter Road,West Wardsboro,NA,NA
Out Yard,3,84 Library Road,Danville,44.42442,-72.0555
Home Yard,1,223 Webster Road,Roxbury,44.092321,-72.741046
Family Farm,2,1645 Barker Hill Road,Castleton,43.66202,-73.170008
South Hero,32,Station Road,South Hero,44.63533,-73.335947
Brigham Yard,25,RT 104,St. Albans,44.7762,-73.075666
Abair Nuc Yard,50,175 French Hill Road,St. Albans,44.812329,-73.049934
Tinker Farm Yard,2,North Road,Fletcher,NA,NA
Yard #3,4,2371 Main Street,Fairfax,44.742058,-73.049242
Yard #4,3,124 Wilcox Road,Underhill,44.626142,-72.889222
Yard #5,10,2105 VT RT 28,Westford,44.6367,-73.015244
Home Yard,1,2994 Chase Road,Berlin,44.233611,-72.656111
Home Yard,1,1183 Slack Street,Peacham,44.355162,-72.188333
Collins Yard,2,Collins Lane,E. Ryegate,NA,NA
Home Yard,3,1104 Crepeault Hill Road,St. Johnsbury,44.46439,-72.05044
Klein Yard,2,1104 Crepeault Hill Road,St. Johnsbury,44.464821,-72.050316
Eric Johnson Yard,11,106 Fox Run,Reading,43.478889,-72.603611
Gristmire Yard,1,Cemetary Road,Reading,43.509444,-72.530833
Summer Camp,7,End of Fenn Road,Mt Holly,43.428407,-72.78371
Newton Yard,28,RT 30,Wells,43.4128,-73.2192
Madison Honey Yard,15,Barnes Rd,Whiting,43.888461,-73.230114
Rattlin Bridge Yard,17,Rattlin Bridge Road,Bridport,44.017222,-73.369722
Home Yard,2,1029 Codding Hollow Rd,Johnson,44.683559,-72.68866
Home Yard,0,420 Carroll Road,Waitsfield,NA,NA
Home Yard,2,2181 Back River Road,S. Royalton,NA,NA
Home Yard,12,2703 West Street,Cornwall,43.980839,-73.252098
Home Yard,10,191 N. Orwell Road,Orwell,NA,NA
Home Yard,4,546 Kinsley Road,Jeffersonville,44.701359,-72.857162
Home Yard,3,61 Bagley Road,Orange,44.135508,-72.343178
Home Yard,2,8 Spur Lane,Norwich,43.722141,-72.298092
Home Yard,2,361 Macey Road,N. Middlesex,44.363445,-72.604424
Home,2,17 Moonrise Hill Road,Windsor,43.504385,-72.449485
Home Yard,1,46 Meadow Lake Drive,Mendon,NA,NA
Home Yard,1,2563 Herbert Road,Williamstown,44.155685,-72.55497
Home Yard,2,62 Lower Bartonsville Road,Chester,NA,NA
Home Yard,2,53 High Street,Middlebury,NA,NA
Home Yard,2,20 Gully Road,Woodstock,43.652266,-72.545481
Home Yard,6,46 Brook Lane,Shelburne,44.411983,-73.208214
Shaky Ground Farm,13,319 Converse Bay Road,Charlotte,44.299683,-73.289787
Home Yard,0,130 Smead Road,Salisbury,NA,NA
Home Yard,2,2905 Ridge Road,Randolph Center,NA,NA
Home Yard,2,376 Happy Hill Road,Lyndonville,NA,NA
Home Yard,2,20 Corse Street,Montpelier,NA,NA
Home Yard,2,239 River Street,Poultney,43.592792,-73.232011
Home Yard,12,169 Lower Bartonsville Road,Chester,NA,NA
Home Yard,1,426 Cutting Hill Road,Whiting,43.884871,-73.248968
Home Yard,5,600 Old Connecticut River Road,Springfield,43.292677,-72.406844
Home Yard,1,1126 South Valley Road,Putney,NA,NA
Home Yard,2,74 Gregory Lane,Halifax,42.779699,-72.756427
Home Yard,1,110 Griggs Hill Road,Danville,44.375806,-72.147054
Home Yard,0,P.O. Box 432,Northfield,NA,NA
Home Yard,2,35 Cardinal Lane,Northfield Falls,44.170666,-72.649071
Home Yard,2,19 Beaver Lane,Hartland,43.56723,-72.446083
Home Yard,1,2100 VT RT 109,Belvidere,NA,NA
Home Yard,4,1753 Northfield Road,Brookfield,44.075769,-72.618566
Home Yard,1,2868 VT RT 11 - W,Chester,43.2618,-72.655978
Home Yard,2,1056 Homer Stone Road,Wallingford,NA,NA
Home Yard,2,1456 Hinman Settler Road,Newport,44.926336,-72.149925
Home Yard,2,3223 VT RT 108 N,Jeffersonville,44.692131,-72.827393
Home Yard,1,1102 Rocky Lane,Bennington,NA,NA
Sterling College,2,16 Sterling Drive,Craftsbury Common,NA,NA
Home Yard,6,518 Cutler Corner Road,Barre,44.201919,-72.434943
Home Yard,4,175 Stickney Road,Whiting,43.888126,-73.218491
Home Yard,2,301 Irish Settlement Road,Underhill,NA,NA
NA,1,106 Nasmith Brook Road,Plainfield,NA,NA
Whetstone Apiary,2,1099 Western Avenue,Brattleboro,NA,NA
Home Yard,1,168 Laurel Hill Drive,South Burlington,NA,NA
Home Yard,2,657 Riverbend Drive,Manchester,NA,NA
Home Yard,13,50 Bradley Road,Waterville,NA,NA
Home Yard,5,3388 Fish Hill Road,Randolph,NA,NA
Home Yard,2,29 East Terrace,South Burlington,NA,NA
Home Yard,1,5 Sandbar Heigths Drive,South Hero,44.622131,-73.277496
Home Yard,1,193 Juniper Lane,Lyndonville,44.516228,-71.976364
Home Yard,1,110 Ledgewood Terrace,Montpelier,44.27594,-72.591523
Home Yard,2,1355 Podunk Road,White River Junction,43.71708,-72.401706
Home Yard,2,1221 Rabbit Plain,St. Johnsbury,NA,NA
Home Yard,1,24 Beverly Court,St. Albans,NA,NA
Home Yard,2,1974 East Road,Benson,NA,NA
Home Yard,2,288 Barstow Road,Shelburne,44.408211,-73.191948
Home Yard,3,14 Chelsea Line Road,Chelsea,43.964338,-72.504362
Home Yard,1,56 Nashville Road,Jericho,44.453925,-72.960781
Home Yard,2,1 Pond Street,Barre,NA,NA
Home Yard,5,2475 Baldwin Road,Hinesburg,44.287937,-73.127617
Home Yard,1,384 Messier Hill Road,Northfield,44.10655,-72.68309
Home Yard,2,1301 West Street,Brookfield,44.040798,-72.615486
Home Yard,2,146 Woods Point Road,Manchester Center,NA,NA
Home Yard,6,16 Hidden View Road,Underhill,44.600824,-72.922058
Home Yard,1,66 Deans Mountain Road,Moretown,44.250472,-72.751045
Home Yard,4,124 West Road,North Chittenden,43.757751,-72.997559
Chickabee Farm,2,79 Hoyt Hill Road,Tunbridge,43.894413,-72.456108
Home Yard,2,136 Trillium Lane,Starksboro,NA,NA
Home Yard,1,170 Ways Lane,Manchester Center,NA,NA
Home Yard,1,463 Hardwood Hill Road,Richford,44.983926,-72.674399
Home Yard,2,200 Smead Road,Salisbury,NA,NA
Home Yard,4,59 Blaisdell Lane,East Ryegate,44.260925,-72.095688
Home Yard,6,123 N. Winooski Avenue,Burlington,44.484109,-73.211642
Home Yard,4,84 Hapgood Lane,Richmond,NA,NA
South Hill Farm,1,2505 Fuller Road,Warren,44.09383,-72.833661
Home Yard,2,331 Benedict Road,East Dorset,NA,NA
Home Yard,1,1159 Cline Road,St. Albans,NA,NA
Home Yard,1,176 Lily Pond Circle,Richmond,NA,NA
Home Yard,2,2614 Cochran Road,Richmond,NA,NA
Home Yard,2,408 Mountain View Road,Tinmouth,NA,NA
Home Yard,1,483 Silver Lake Road,Goshen,NA,NA
Home Yard,1,242 Duclos Road,Randolph,NA,NA
Howland,2,1553 West Shore Road,Isle La Motte,NA,NA
Home  Yard,1,515 Church Street,Isle La Motte,44.874726,-73.328924
Home Yard,1,729 Hucklehill Road,Vernon,42.734365,-72.529002
Home Yard,2,70 Poor Farm Road,Alburgh,NA,NA
Home Yard,2,67 Crowley Lane,Mt. Holly,NA,NA
Home Yard,1,734-2 RT 4 East,Rutland,NA,NA
Home Yard,1,2882 Furnace Brook Road,North Chittenden,43.740443,-72.980134
Home Yard,2,129 Charlotte Street,Burlington,NA,NA
Home Yard,1,13 Charles Street,Montpelier,NA,NA
Home Yard,1,591 VT RT 100-C,Johnson,NA,NA
Home Yard,0,1272 McCarthy Road,Williamstown,44.124246,-72.463833
Home Yard,2,362 Woodward Road,Hardwick,44.465733,-72.204086
Home Yard,0,933 Ennis Hill Road,Marshfield,44.367436,-72.376332
Home Yard,2,8 Chelsea Road,Essex,44.514289,-73.080941
Home Yard,2,225 Grove Street,Bennington,NA,NA
Home Yard,1,207 Monkton Road,Vergennes,NA,NA
Home Yard,6,2384 Oak Hill Road,Williston,44.407244,-73.090689
Home Yard,1,7386 County Road,Calais,NA,NA
Home Yard,2,38 Meade Road,Fairfax,44.705369,-73.010661
Home Yard,1,1607 East Road,Barre,44.189442,-72.570839
Home Yard,2,1816 Ferry Road,Charlotte,NA,NA
Home Yard,2,221 Hillside Road,Richford,45.002714,-72.659516
Home Yard,2,2126 North Road,Bethel,43.757313,-72.609184
Home Yard,2,250 Eagle Mountain Harbor Road,Milton,NA,NA
Home Yard,1,1574 Ballard Road,Swanton,45.013952,-73.048686
Home Yard,2,2084 Middle Road,Plainfield,NA,NA
Home Yard,2,15 Notch Road,Middlesex,NA,NA
Home Yard,2,Valdale Farm,Enosburg Falls,NA,NA
Home Yard,2,7 Kingfisher Drive,Underhill,44.610831,-72.941652
Home Yard,1,2 Forest Road,Essex Junction,NA,NA
Home Yard,7,90 Norton Road,Middletown Springs,43.495575,-73.145628
Home Yard,2,14 Ridge Road,Jericho,NA,NA
Home Yard,1,272 Firehouse Road,Washington,44.105858,-72.43824
Home Yard,1,2244 Hinesburg Road,Richmond,NA,NA
Home Yard,2,5733 E. Sheldon Road,Enosburg Falls,44.890308,-72.824364
Williston Yard,16,Redmond Road,Williston,44.461471,-73.091596
Home Yard,3,260 Tower Road,Bennington,42.829494,-73.216869
Home Yard,4,37 Aplin Way,Putney,42.992046,-72.469139
Home Yard,1,68 Catherine Street,Burlington,44.466519,-73.210171
Home Yard,1,1578 Severance Road,Colchester,44.516154,-73.147874
Bonneau Yard,3,RTE 236 - State Park Road,Sheldon,NA,NA
Home Yard,1,2887 Guinea Road,Charlotte,NA,NA
Home Yard,2,777 Willoughby Lake Road,Barton,NA,NA
Home Yard,2,2454 North Williston Road,Williston,NA,NA
Home Yard,1,518 Richmond Road,Brandon,43.831177,-73.084555
Home Yard,2,3209 Burton Hill Road,Barton,44.77153,-72.246346
Home Yard,2,943 Will Grimes Road,Hyde Park,NA,NA
Home Yard,2,52 Booth Street,Burlington,44.484691,-73.206537
Home Yard,1,297 Fairfield Hill Road,St. Albans,44.794205,-73.04507
Home Yard,14,251 Sherman Hollow Road,Hinesburg,44.367252,-73.049948
Home Yard,1,600 McReynolds Road,Danville,44.464697,-72.10874
Home Yard,2,4181 State Park Road,Enosburg Falls,44.969488,-72.853619
Home Yard,1,468 VT RT 15,Underhill,44.531859,-72.944678
Home Yard,1,4 Mary Drive,St. Albans,44.793101,-73.093211
Home Yard,8,323 Lost Nation Road,Essex Junction,NA,NA
Elm Grove Farm,2,3488 Cloudland Road,Woodstock,43.657817,-72.509984
Home Yard,5,289 Cherrierville Road,Fairfax,44.733242,-73.03253
Home Yard,10,148 Browns Trace Road,Jericho,NA,NA
Home Yard,2,2180 Main Street,New Haven,NA,NA
Home Yard,2,490 East Road,Milton,44.605615,-73.099363
Home Yard,2,2470 N. Cambridge Road,Jeffersonville,44.686585,-72.85721
Home Yard,2,110 Trapp Road,Huntington,NA,NA
Home Yard,2,714 Corley Road,Wolcott,NA,NA
Home Yard,0,2031 Baptist Street,Williamstown,44.104515,-72.504738
Bill & Cecil Yard,2,4114 Braintree Hill Road,Braintree,43.988276,-72.715416
Home Yard,4,209 Museum Road,Charlotte,44.316254,-73.234497
Home Yard,1,1345 Crossett Hill Road,Duxbury,44.31031,-72.788279
Sweetwater Apiary,2,8 Access Road,Milton,44.606268,-73.212468
Mercy Farm Yard,2,56 Howard Hill Road,Benson,43.700989,-73.276718
Home Yard,2,225 Sunrise Drive,Guilford,42.78838,-72.646217
Home Yard,2,99 Reynolds Road,Milton,NA,NA
Home Yard,1,214 Ebenezer Place,Hyde Park,NA,NA
Home Yard,0,159 Austin Hill Road,Bennington,NA,NA
Home Yard,1,233 Old Deuso Road,Eden,NA,NA
Home Yard,1,98 Old Pump Road,Essex,NA,NA
Home Yard,2,467 Depot Road,Colchester,44.545232,-73.13517
P's Bees,2,4800 Basin Harbor Road,Vergennes,44.197058,-73.361973
Sirious Rising Apiary,2,90 Maquam Shore Road,Swanton,44.914254,-73.161846
Home Yard,2,647 Mad Tom Road,East Dorset,NA,NA
Home Yard,11,31 Maple Leaf Farm Road,Underhill,44.509024,-72.867379
Willow Moon Farm,3,1495 Coburn Road,Plainfield,44.275215,-72.449028
Home Yard,1,137 Village Grove,Williston,NA,NA
Home Yard,4,309 Safford Street,Bennington,42.88216,-73.187462
Home Yard,2,894 Tamarack Road,Stowe,NA,NA
Home Yard,1,640 Woods Hollow Road,Westford,NA,NA
Home Yard,2,32 Brookside Road,Westford,NA,NA
Home Yard,0,205 West Hill Road,Worcester,44.387866,-72.586518
Out Yard,1,248 Walden Road,Colchester,NA,NA
Home Yard,1,2197 RT 133,Pawlet,NA,NA
Kalp Family Farm,2,313 Tjader Road,Wolcott,44.556311,-72.535222
Home Yard,3,59 Apple Blossom Road,Barre,44.165949,-72.531189
Home Yard,1,42 Wildberry Lane,Underhill,44.599971,-72.928416
Home Yard,1,370 Loomis Highlands,Waterbury Center,44.372326,-72.703269
Home Yard,1,416 Carroll Hill Road,Fairfax,44.750829,-73.005591
Home Yard,4,331 Spring Hill Road,Morrisville,44.535485,-72.567525
Home Yard,1,83 Weed Road,Essex,44.507564,-73.026015
Home Yard,4,2521 Cross Road,Concord,44.428036,-71.893967
Home Yard,0,49 Packard Road,Jericho,NA,NA
Home Yard,1,107 Hinesburg Road,Richmond,NA,NA
Home Yard,7,575 Spooner Road,Fairfax,44.698265,-73.055883
Home Yard,1,94 Old Pump Road,Jericho,NA,NA
Home Yard,4,600 Elm Street,Montpelier,44.276363,-72.573962
Wantastiquet Farm Home Yard,12,770 RTE 100,Weston,43.30139,-72.789645
Home Yard,2,2676 South Wheelock Road,Lydonville,44.537697,-72.050194
Home Yard,3,155 Bobbin Shop Road,Chelsea,43.952259,-72.485112
Home Yard,1,99 Sleepy Hollow Road,Essex,44.518574,-73.010948
Home Yard,1,499 Melody Lane,Johnson,NA,NA
Home Yard,1,1775 Cross Road,Concord,NA,NA
Home Yard,1,121 Ryan Road,Dummerston,42.899162,-72.554727
Home Yard,1,452A George Road,Williamstown,44.133186,-72.558235
Home Yard,1,50 Orchard Commons Road,Hinesburg,44.346138,-73.100716
Home Yard,2,1457 North Road,Guildhall,44.585111,-71.596817
Home Yard,2,250 Autumn Hill Road,South Burlington,NA,NA
Home Yard,2,46 Crescent Road,Burlington,44.457563,-73.203925
1,3,470 Hammet Hill Road,East Montpelier,44.296602,-72.465016
Home Yard,4,270 Orrizzonto  Road,White River Junction,43.64896,-72.319258
Home Yard,2,27 Heath Hill Road,Groton,44.230865,-72.189384
Home Yard,4,50 Eastern Lane,Richford,44.995775,-72.669646
Home Yard,1,P.O. Box 865,Morrisville,NA,NA
Home Yard,4,4015 Kirby Mountain Road,Concord,44.490724,-71.917975
Home Yard,1,53 Hickory Ridge Road South,Putney,NA,NA
Home Yard,1,5071 RT 113,Thetford Center,43.84642,-72.253143
Home Yard,3,1378 Morgan Street,Bennington,NA,NA
Lazy Bee Farm,4,652 Witchcat Road,Enosburg Falls,44.811508,-72.761024
Ten Stone Circle Gardens,2,177 Ten Stone Circle,Charlotte,NA,NA
Home Yard,12,104 Winterset Drive,Lyndonville,44.558401,-71.962376
Ten Stones Circle Garden,1,557 Ten Stones Circle,Charlotte,44.346277,-73.260524
Home Yard,4,81 Grouse Lane,Perkinsville,43.361987,-72.502266
Home Yard,2,1087 Colton Road,Enosburg Falls,44.922344,-72.830379
Home Yard,10,390 Robert Young Road,Starksboro,NA,NA
Home Yard,1,75 Poker Hill Road,Underhill,NA,NA
Home Yard,1,1016 Camp Brook Road,Bethel,43.855195,-72.6663
National Gardening Association,2,1100 Dorset Street,South Burlington,NA,NA
Home Yard,2,293 Beckley Hill Road,Barre,NA,NA
Home Yard,2,287 Sinon Road,West Glover,44.737158,-72.285219
Home Yard,1,49 Western Avenue,Burlington,44.509563,-73.260679
Home Yard,2,12 Dubois Drive,South Burlington,44.433876,-73.153862
Home Yard,36,3192 West Berkshire Road,Enosburg,44.957135,-72.814308
Home Yard,2,37 Elmore Road,Worcester,44.375697,-72.548488
Home Yard,1,1408 RT 113,East Thetford,NA,NA
Home Yard,18,145 Little Horse Lane,Charlotte,44.272137,-73.237503
Home Yard,2,85 Sheddsville Road,Brownsville,43.481325,-72.480015
Home Yard,8,827 Blackwood Road,East Wallingford,NA,NA
Home Yard,2,40 Stage Road,West Haven,NA,NA
Home Yard,4,275 Butternut Road,Williston,NA,NA
Home Yard,3,44 Skunk Hollow Road,Jericho,NA,NA
Home Yard,2,348 US RT 2,Grand Isle,44.753765,-73.286591
Home Yard,5,20 Bliss Road,Tinmouth,43.449474,-73.051796
Home Yard,7,896 VT RT 15,Underhill,44.586446,-72.939284
Home Yard,2,P.O. Box 221,Hartland,NA,NA
Home Yard,3,1127 North Danville Road,Saint Johnsbury,44.445526,-72.059166
Home Yard,3,317 Meadow  Road,Waitsfield,44.219259,-72.784925
Home Yard,3,542 Fitch Road,Guilford,42.815479,-72.61261
Home Yard,4,680 Curtis Road,Randolph Center,43.976171,-72.583769
Home Yard,2,40 Advent Hill Road,Hartland,43.578976,-72.428838
Home Yard,2,224 Henry Road,Alburg,45.006753,-73.24279
Home Yard,1,55 Blair Road,Alburgh,NA,NA
Home Yard,1,35 Marble Avenue,Burlington,NA,NA
Home Yard,5,29 Woods Court,Milton,44.630923,-73.113919
Home Yard,2,291 Sugarhouse Way,Moretown,44.2602,-72.756453
Home Yard,2,3795 US RT 5 North,Bradford,NA,NA
Summer Home,1,349 Old City Falls Road,Strafford,43.910374,-72.340561
Home Yard,2,928 East Street,Brookfield,44.044811,-72.578904
Weston Priory,3,58 Priory Hill Road,Weston,43.337811,-72.792061
Our Residence,24,74 Chateauguay Road,Bridgewater Center,43.619759,-72.662323
Home Yard,2,1167 Church Hill Road,Charlotte,44.321667,-73.23896
Home Yard,6,160 Georges Way,Waterbury Center,44.36043,-72.697
Home Yard,3,1067 Perley Road,Richford,44.916672,-72.713951
Home Yard,5,36 Alder Lane,Burlington,44.459654,-73.21011
Home Yard,2,33 Johnson Circle,Tunbridge,43.869848,-72.542347
Home Yard,2,1331 James Road,Weybridge,44.026906,-73.214842
Home Yard,2,179 Bluebird Drive,Guilford,42.741257,-72.621521
Home Yard,2,242 VT RT 15W,Johnson,44.633217,-72.675722
Home Yard,3,1730 Old Creamery Road,Williston,44.418073,-73.089704
Home Yard,2,425 Meadon Lane,New Haven,NA,NA
Home Yard,2,112 Kent Road,Wardsboro,NA,NA
Home Yard,2,26 Blueberry Hill Drive,Wilmington,42.868203,-72.843422
Little Sisters,2,755 Rugg Road,East Fairfield,44.690894,-72.946279
Home Yard,2,2977 Mad Tom Road,East Dorset,NA,NA
Munchkin Farm Apiary,3,162 Misty Meadows Circle,West Rutland,43.559636,-73.016424
Out Yard,14,Furnace Brook Road,Pittsford,43.71144,-73.009644
Home Yard,0,1197 Bonnyvale Road,Brattleboro,NA,NA
Home Yard,1,40 Boissoneault,Fairfax,44.670001,-73.007776
Singing Meadow Bees,2,776 Gee Hill Road,South Royalton,43.861964,-72.560234
Tara's Bees,2,2312 Newark Street,West Burke,44.668011,-71.952644
Home Yard,5,77 Jalbert Road,Barre,44.19361,-72.44821
Home Yard,2,117 South Perry Road,Woodstock,43.679932,-72.589935
Moon Light Farm,2,40 Deer Meadow Lane,Sharon,43.762428,-72.401544
Home Yard,1,2246 Chelsea Road,Williamstown,44.083099,-72.515404
Beehavin',1,140 Hyland Hill Road,Washington,43.565548,-73.317295
