"","ID","site","target_name","sample_name","Ct_mean","Ct_sd","quantity_mean","quantity_sd","run","Date_collected","ID","species","host_plant","date_processed","pollen","dil.factor","apiary_near_far","genome_copbee","ACT_genome_copbee","norm_genome_copbee","norm_genome_copbeeHB","Ct_mean_hb","HBCollected","virusBINY_PreFilter","virusBINY","HB_Abun","HBSiteBin","ShannonDIV","SimpsonDIV","FisherDIV","Density","Name","Migratory","City","SBPV_PA","SBPV_CPB","ABPV_PA","ABPV_CPB","IAPV_PA","IAPV_CPB","DWV_PA","DWV_CPB","LSV.2_PA","LSV.2_CPB","CBPV_PA","CBPV_CPB","KBV_PA","KBV_CPB","VarroaTHR_PA","Varroa100","NosemaPA","NosemaCount","Apiary_name","lat","long","elevation","town","apiaryNotes","apiary","siteNotes","sumApiaries","sumColonies"
"882",834,"ROCK","BQCV",333,25.402,0.153,541.564,55.462,61,"7/27/15","ROCK34","Bimaculatus","Trifolium pratense","4/27/16",0,7.8835,0,4269419.794,898596490.4,6676572.667,100740782,19.315,1,1,1,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,"Fairfield"," ","N","Red Clover field, collected with Caitlin and Alex",1,7
"885",641,"ONE","BQCV",334,27.141,0.05,168.796,5.631,63,"7/10/15","ONE22","Bimaculatus","Hypericum perforatum","4/27/16",1,5.375,1,907278.5,444884396.3,2865780.246,47746762.25,20.013,1,1,1,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,"Drutchas",0,"Worcester",0,0,0,0,0,0,1,5.68e+09,0,0,0,0,0,0,0,2.9,0,0,"Oneil",44.336968,-73.150093,109,"Hinesburg","16, Rick Drutchas","Y"," ",6,52
"888",649,"ONE","BQCV",335,29.128,NA,44.663,NA,63,"7/10/15","ONE14","Bimaculatus","Hypericum perforatum","4/27/16",1,7.2545,1,324007.7335,859288386.6,529865.7803,47746762.25,20.013,1,1,1,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,"Drutchas",0,"Worcester",0,0,0,0,0,0,1,5.68e+09,0,0,0,0,0,0,0,2.9,0,0,"Oneil",44.336968,-73.150093,109,"Hinesburg","16, Rick Drutchas","Y"," ",6,52
"894",550,"MUDGE","BQCV",337,30.138,0.934,24.985,14.663,63,"7/28/15","MUDGE19","Bimaculatus","Cornelia varia","4/27/16",1,6.834,0,170747.49,412394928.1,581822.4193,414392429.2,17.388,1,1,1,0.56,NA,1.062009521,0.568938079,0.859498618,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.672081,-72.599161,261,"Hyde Park","sans hb","N","vaccant lot behind building, along river, swim spot",0,0
"897",610,"ONE","BQCV",338,25.764,0.151,424.948,42.825,63,"7/10/15","ONE21","Bimaculatus","Hypericum perforatum","4/27/16",1,4.6825,1,1989819.01,1024069633,2730445.588,47746762.25,20.013,1,1,1,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,"Drutchas",0,"Worcester",0,0,0,0,0,0,1,5.68e+09,0,0,0,0,0,0,0,2.9,0,0,"Oneil",44.336968,-73.150093,109,"Hinesburg","16, Rick Drutchas","Y"," ",6,52
"900",643,"ONE","BQCV",339,28.028,0.255,93.867,15.917,63,"7/10/15","ONE42","Bimaculatus","Hypericum perforatum","4/27/16",1,4.625,1,434134.875,190091200,3209313.196,47746762.25,20.013,1,1,1,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,"Drutchas",0,"Worcester",0,0,0,0,0,0,1,5.68e+09,0,0,0,0,0,0,0,2.9,0,0,"Oneil",44.336968,-73.150093,109,"Hinesburg","16, Rick Drutchas","Y"," ",6,52
"903",648,"ONE","BQCV",340,25.39,0.124,545.394,45.091,63,"7/10/15","ONE30","Bimaculatus","Hypericum perforatum","4/27/16",1,10.324,1,5630647.656,1256828842,6295520.644,47746762.25,20.013,1,1,1,0.25,NA,1.490339588,0.716195394,1.739585803,54.4,"Drutchas",0,"Worcester",0,0,0,0,0,0,1,5.68e+09,0,0,0,0,0,0,0,2.9,0,0,"Oneil",44.336968,-73.150093,109,"Hinesburg","16, Rick Drutchas","Y"," ",6,52
"906",547,"MUDGE","BQCV",341,31.689,0.079,8.058,0.427,63,"7/28/15","MUDGE23","Bimaculatus","Cornelia varia","4/27/16",1,7.966,0,64190.028,963940726.4,93576.47353,414392429.2,17.388,1,1,1,0.56,NA,1.062009521,0.568938079,0.859498618,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.672081,-72.599161,261,"Hyde Park","sans hb","N","vaccant lot behind building, along river, swim spot",0,0
"909",523,"MUDGE","BQCV",342,27.292,0.267,153.711,27.306,63,"7/28/15","MUDGE24","Bimaculatus","Cornelia varia","4/27/16",1,7.956,0,1222924.716,1086403893,1581822.862,414392429.2,17.388,1,1,1,0.56,NA,1.062009521,0.568938079,0.859498618,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.672081,-72.599161,261,"Hyde Park","sans hb","N","vaccant lot behind building, along river, swim spot",0,0
"921",688,"PAT","BQCV",346,23.334,0.055,2153.786,79.64,64,"7/7/15","PAT12","Bimaculatus","Cornelia varia","5/2/16",1,11.464,1,24691002.7,4213039030,8235551.428,4616640.743,22.355,1,1,1,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,"Mraz",0,"Middlebury",0,0,0,0,0,0,1,7.59e+09,1,1610000,0,0,0,0,0,4.1,0,0,"Paton",44.158423,-73.339091,75,"Vergennes","Chas","Y"," ",4,54
"930",680,"PAT","BQCV",349,23.846,0.036,1528.751,36.878,64,"7/7/15","PAT24","Bimaculatus","Cornelia varia","5/2/16",1,9.3625,1,14312931.24,2798762085,7186410.844,4616640.743,22.355,1,1,1,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,"Mraz",0,"Middlebury",0,0,0,0,0,0,1,7.59e+09,1,1610000,0,0,0,0,0,4.1,0,0,"Paton",44.158423,-73.339091,75,"Vergennes","Chas","Y"," ",4,54
"933",703,"PAT","BQCV",350,20.901,0.086,10976.685,630.72,64,"7/7/15","PAT33","Bimaculatus","Cornelia varia","5/2/16",1,7.193,1,78955295.21,1217529115,91127896.42,4616640.743,22.355,1,1,1,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,"Mraz",0,"Middlebury",0,0,0,0,0,0,1,7.59e+09,1,1610000,0,0,0,0,0,4.1,0,0,"Paton",44.158423,-73.339091,75,"Vergennes","Chas","Y"," ",4,54
"942",79,"CIND","BQCV",353,25.489,0.106,510.147,36.006,64,"7/29/15","CIND36","Bimaculatus","Trifolium repens","5/2/16",1,11.4835,0,5858273.075,2615780186,3147152.624,14771904.63,21.606,1,1,1,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,"Morristown","sans hb","N","white clover field along interstate",1,1
"945",673,"PAT","BQCV",354,19.867,0.019,21902.406,282.046,64,"7/4/15","PAT1","Bimaculatus",NA,"5/2/16",1,7.888,1,172766178.5,2622276150,92582678.48,4616640.743,22.355,1,1,1,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,"Mraz",0,"Middlebury",0,0,0,0,0,0,1,7.59e+09,1,1610000,0,0,0,0,0,4.1,0,0,"Paton",44.158423,-73.339091,75,"Vergennes","Chas","Y"," ",4,54
"948",693,"PAT","BQCV",355,21.627,0.107,6753.976,481.184,64,"7/4/15","PAT9","Griseocollis","Cornelia varia","5/2/16",NA,7.5495,1,50989141.81,1457897836,49147343.7,4616640.743,22.355,1,1,1,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,"Mraz",0,"Middlebury",0,0,0,0,0,0,1,7.59e+09,1,1610000,0,0,0,0,0,4.1,0,0,"Paton",44.158423,-73.339091,75,"Vergennes","Chas","Y"," ",4,54
"957",97,"CIND","BQCV",358,25.599,0.128,474.142,40.531,65,"7/29/15","CIND39","Bimaculatus","Trifolium repens","5/4/16",0,8.52,0,4039689.84,1957172822,2900469.377,14771904.63,21.606,1,1,1,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,"Morristown","sans hb","N","white clover field along interstate",1,1
"963",704,"PAT","BQCV",360,22.442,0.037,3910.601,95.986,65,"7/7/15","PAT37","Bimaculatus",NA,"5/4/16",1,7.019,1,27448508.42,575091727.8,67070426.45,4616640.743,22.355,1,1,1,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,"Mraz",0,"Middlebury",0,0,0,0,0,0,1,7.59e+09,1,1610000,0,0,0,0,0,4.1,0,0,"Paton",44.158423,-73.339091,75,"Vergennes","Chas","Y"," ",4,54
"975",331,"FLAN","BQCV",364,30.508,0.85,19.199,10.363,65,"7/10/15","FLAN19","Bimaculatus","Cornelia varia","5/4/16",0,1.417,0,27204.983,9304880.702,4108535.922,NA,NA,NA,1,1,0.074074074,NA,0.168316422,0.060839506,0.564373561,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.237572,-73.231302,64,"Ferrisburgh","sans hb","N","Across VT flannel company, lot getting sold by owners",4,10
"978",700,"PAT","BQCV",365,22.233,0.002,4496.87,5.81,65,"7/7/15","PAT13","Bimaculatus","Cornelia varia","5/4/16",1,4.119,1,18522607.53,153710959.6,169334999.1,4616640.743,22.355,1,1,1,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,"Mraz",0,"Middlebury",0,0,0,0,0,0,1,7.59e+09,1,1610000,0,0,0,0,0,4.1,0,0,"Paton",44.158423,-73.339091,75,"Vergennes","Chas","Y"," ",4,54
"981",68,"CIND","BQCV",366,24.545,0.064,958.692,41.054,65,"7/29/15","CIND28","Bimaculatus","Trifolium repens","5/4/16",0,5.9915,0,5744003.118,889008584.5,9079420.941,14771904.63,21.606,1,1,1,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,"Morristown","sans hb","N","white clover field along interstate",1,1
"984",702,"PAT","BQCV",367,26.133,0.117,331.593,25.95,71,"7/7/15","PAT25","Bimaculatus","Cornelia varia","5/4/16",1,3.601,1,1194066.393,366548238.7,4577694.198,4616640.743,22.355,1,1,1,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,"Mraz",0,"Middlebury",0,0,0,0,0,0,1,7.59e+09,1,1610000,0,0,0,0,0,4.1,0,0,"Paton",44.158423,-73.339091,75,"Vergennes","Chas","Y"," ",4,54
"987",80,"CIND","BQCV",368,23.243,0.026,2289.592,40.166,71,"7/29/15","CIND27","Bimaculatus","Trifolium repens","5/4/16",0,5.7625,0,13193773.9,892823194.8,20766007.76,14771904.63,21.606,1,1,1,0.032258065,NA,0,0,0.105971097,132.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.50658,-72.626181,228,"Morristown","sans hb","N","white clover field along interstate",1,1
"990",691,"PAT","BQCV",369,23.804,0.01,1572.583,10.117,71,"7/7/15","PAT14","Bimaculatus","Cornelia varia","5/4/16",1,6.515,1,10245378.25,513547481,28034759.34,4616640.743,22.355,1,1,1,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,"Mraz",0,"Middlebury",0,0,0,0,0,0,1,7.59e+09,1,1610000,0,0,0,0,0,4.1,0,0,"Paton",44.158423,-73.339091,75,"Vergennes","Chas","Y"," ",4,54
"1005",701,"PAT","BQCV",374,23.582,0.113,1826.741,138.429,71,"7/7/15","PAT17","Bimaculatus","Cornelia varia","5/15/16",1,8.247,1,15065133.03,931951492.8,22715855.72,4616640.743,22.355,1,1,1,0.444444444,NA,1.417353999,0.685783962,1.318841748,56.7,"Mraz",0,"Middlebury",0,0,0,0,0,0,1,7.59e+09,1,1610000,0,0,0,0,0,4.1,0,0,"Paton",44.158423,-73.339091,75,"Vergennes","Chas","Y"," ",4,54
"1008",527,"MUDGE","BQCV",375,25.598,0.05,473.682,15.712,71,"7/28/15","MUDGE6","Bimaculatus","Cornelia varia","5/18/16",NA,5.4725,0,2592224.745,682427645.4,5337839.106,414392429.2,17.388,1,1,1,0.56,NA,1.062009521,0.568938079,0.859498618,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.672081,-72.599161,261,"Hyde Park","sans hb","N","vaccant lot behind building, along river, swim spot",0,0
"1011",797,"ROCK","BQCV",376,32.005,1.031,7.309,4.675,73,"7/27/15","ROCK4","Vagans","Trifolium pratense","8/13/16",1,9.734,0,71145.806,1409627653,70924.18144,100740782,19.315,1,1,1,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,"Fairfield"," ","N","Red Clover field, collected with Caitlin and Alex",1,7
"1014",846,"ROCK","BQCV",377,30.714,0.103,15.481,1.069,73,"7/27/15","ROCK41","Vagans","Trifolium pratense","8/13/16",1,7.774,0,120349.294,666793899.1,253630.4361,100740782,19.315,1,1,1,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,"Fairfield"," ","N","Red Clover field, collected with Caitlin and Alex",1,7
"1017",835,"ROCK","BQCV",378,27.142,0.26,169.885,29.412,73,"7/27/15","ROCK36","Bimaculatus","Trifolium pratense","8/13/16",0,7.1695,0,1217990.508,724532965.1,2362300.776,100740782,19.315,1,1,1,0.178571429,NA,0.754972646,0.470509418,0.502122168,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.849911,-72.942441,117,"Fairfield"," ","N","Red Clover field, collected with Caitlin and Alex",1,7
