ID,Treatment,dil.factor,well,sample_name,target_name,amp_score,amp_status,task,Ct,Ct_mean,Ct_sd,quantity,quantity_mean,quantity_sd,intercept,r_squared,slope,efficiency,auto_threshold,threshold,auto_baseline,baseline_start,baseline_end,omit,run
20.4,20,1,C9,I-9,DWV,1.282,Amp,UNKNOWN,35.127,34.147,1.386,1.064,2.425,1.925,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,31,FALSE,117
C.1,C,4.5,F1,I-1,ACTIN,1.443,Amp,UNKNOWN,16.823,16.887,0.09,322739.25,310085.94,17894.48,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,11,FALSE,117
C.1,C,4.5,G1,I-1,ACTIN,1.434,Amp,UNKNOWN,16.95,16.887,0.09,297432.66,310085.94,17894.48,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,11,FALSE,117
C.1,C,4.5,D1,I-1,BQCV,1.329,Amp,UNKNOWN,25.675,25.771,0.135,449.802,422.76,38.243,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,21,FALSE,117
C.1,C,4.5,E1,I-1,BQCV,1.33,Amp,UNKNOWN,25.867,25.771,0.135,395.718,422.76,38.243,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,21,FALSE,117
C.1,C,4.5,A1,I-1,DWV,1.322,Amp,UNKNOWN,33.397,32.901,0.434,3.261,4.608,1.184,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,29,FALSE,117
C.1,C,4.5,B1,I-1,DWV,1.322,Amp,UNKNOWN,32.594,32.901,0.434,5.484,4.608,1.184,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,28,FALSE,117
C.1,C,4.5,C1,I-1,DWV,1.326,Amp,UNKNOWN,32.712,32.901,0.434,5.08,4.608,1.184,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,28,FALSE,117
C.6,C,19.3,E1,I-11,ACTIN,1.42,Amp,UNKNOWN,17.424,17.522,0.139,219318.02,206322.22,18378.82,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,12,FALSE,81
C.6,C,19.3,F1,I-11,ACTIN,1.422,Amp,UNKNOWN,17.621,17.522,0.139,193326.44,206322.22,18378.82,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,12,FALSE,81
C.6,C,19.3,C1,I-11,BQCV,1.314,Amp,UNKNOWN,29.207,29.013,0.275,42.354,48.639,8.887,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,25,FALSE,81
C.6,C,19.3,D1,I-11,BQCV,1.313,Amp,UNKNOWN,28.819,29.013,0.275,54.923,48.639,8.887,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,24,FALSE,81
C.6,C,19.3,A1,I-11,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.152,TRUE,3,39,TRUE,81
C.6,C,19.3,B1,I-11,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.152,TRUE,3,39,TRUE,81
C.7,C,16.3,E2,I-12,ACTIN,1.42,Amp,UNKNOWN,17.486,17.482,0.006,210788.78,211371.05,823.443,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,12,FALSE,81
C.7,C,16.3,F2,I-12,ACTIN,1.425,Amp,UNKNOWN,17.477,17.482,0.006,211953.31,211371.05,823.443,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,12,FALSE,81
C.7,C,16.3,C2,I-12,BQCV,1.315,Amp,UNKNOWN,28.975,28.941,0.048,49.489,50.642,1.631,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,25,FALSE,81
C.7,C,16.3,D2,I-12,BQCV,1.319,Amp,UNKNOWN,28.906,28.941,0.048,51.796,50.642,1.631,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,25,FALSE,81
C.7,C,16.3,A2,I-12,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.152,TRUE,3,39,TRUE,81
C.7,C,16.3,B2,I-12,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.152,TRUE,3,39,TRUE,81
C.8,C,23.3,E3,I-13,ACTIN,1.437,Amp,UNKNOWN,17.969,17.962,0.01,154543.61,155271.1,1028.825,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,12,FALSE,81
C.8,C,23.3,F3,I-13,ACTIN,1.427,Amp,UNKNOWN,17.955,17.962,0.01,155998.6,155271.1,1028.825,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,12,FALSE,81
C.8,C,23.3,C3,I-13,BQCV,1.314,Amp,UNKNOWN,28.994,29.219,0.318,48.85,42.509,8.967,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,24,FALSE,81
C.8,C,23.3,D3,I-13,BQCV,1.318,Amp,UNKNOWN,29.443,29.219,0.318,36.169,42.509,8.967,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,25,FALSE,81
C.8,C,23.3,A3,I-13,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.152,TRUE,3,39,TRUE,81
C.8,C,23.3,B3,I-13,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.152,TRUE,3,39,TRUE,81
C.9,C,13.9,E4,I-14,ACTIN,1.44,Amp,UNKNOWN,18.08,18.029,0.072,143926.84,148793.34,6882.285,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,12,FALSE,81
C.9,C,13.9,F4,I-14,ACTIN,1.436,Amp,UNKNOWN,17.978,18.029,0.072,153659.86,148793.34,6882.285,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,12,FALSE,81
C.9,C,13.9,F9,I-14,BQCV,1.345,Amp,UNKNOWN,26.965,27.023,0.157,189.764,183.366,18.473,34.8074,0.9981,-3.4422,95.21442,TRUE,0.148,TRUE,3,22,FALSE,119
C.9,C,13.9,G9,I-14,BQCV,1.333,Amp,UNKNOWN,27.251,27.023,0.157,156.744,183.366,18.473,34.8074,0.9981,-3.4422,95.21442,TRUE,0.148,TRUE,3,22,FALSE,119
C.9,C,13.9,G11,I-14,BQCV,1.342,Amp,UNKNOWN,26.891,27.023,0.157,199.376,183.366,18.473,34.8074,0.9981,-3.4422,95.21442,TRUE,0.148,TRUE,3,22,FALSE,119
C.9,C,13.9,H9,I-14,BQCV,1.346,Amp,UNKNOWN,26.983,27.023,0.157,187.58,183.366,18.473,34.8074,0.9981,-3.4422,95.21442,TRUE,0.148,TRUE,3,22,FALSE,119
C.9,C,13.9,A4,I-14,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.152,TRUE,3,39,TRUE,81
C.9,C,13.9,B4,I-14,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.152,TRUE,3,39,TRUE,81
C.10,C,18.1,E5,I-15,ACTIN,1.428,Amp,UNKNOWN,18.392,18.361,0.043,117801.39,120139.37,3306.403,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,13,FALSE,81
C.10,C,18.1,F5,I-15,ACTIN,1.427,Amp,UNKNOWN,18.331,18.361,0.043,122477.35,120139.37,3306.403,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,12,FALSE,81
C.10,C,18.1,C5,I-15,BQCV,1.326,Amp,UNKNOWN,28.957,29.157,0.282,50.065,44.204,8.289,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,25,FALSE,81
C.10,C,18.1,D5,I-15,BQCV,1.325,Amp,UNKNOWN,29.356,29.157,0.282,38.343,44.204,8.289,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,25,FALSE,81
C.10,C,18.1,A5,I-15,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.152,TRUE,3,39,TRUE,81
C.10,C,18.1,B5,I-15,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.152,TRUE,3,39,TRUE,81
C.11,C,45.1,E6,I-16,ACTIN,1.423,Amp,UNKNOWN,16.819,16.797,0.032,323545.88,328264.6,6673.297,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,11,FALSE,81
C.11,C,45.1,F6,I-16,ACTIN,1.427,Amp,UNKNOWN,16.774,16.797,0.032,332983.34,328264.6,6673.297,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,11,FALSE,81
C.11,C,45.1,C6,I-16,BQCV,1.313,Amp,UNKNOWN,26.471,26.61,0.197,264.083,241.654,31.719,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,22,FALSE,81
C.11,C,45.1,D6,I-16,BQCV,1.317,Amp,UNKNOWN,26.75,26.61,0.197,219.225,241.654,31.719,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,22,FALSE,81
C.11,C,45.1,A1,I-16,DWV,1.314,Amp,UNKNOWN,30.628,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,27,TRUE,119
C.11,C,45.1,B1,I-16,DWV,1.296,Amp,UNKNOWN,31.952,31.37,0.824,8.309,12.989,6.619,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,28,FALSE,119
C.11,C,45.1,C1,I-16,DWV,1.317,Amp,UNKNOWN,30.787,31.37,0.824,17.669,12.989,6.619,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,27,FALSE,119
C.12,C,25.4,E7,I-17,ACTIN,1.433,Amp,UNKNOWN,18.022,18.04,0.025,149406.94,147722,2382.862,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,12,FALSE,81
C.12,C,25.4,F7,I-17,ACTIN,1.427,Amp,UNKNOWN,18.057,18.04,0.025,146037.06,147722,2382.862,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,12,FALSE,81
C.12,C,25.4,C7,I-17,BQCV,1.314,Amp,UNKNOWN,28.867,28.959,0.131,53.193,50.101,4.373,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,24,FALSE,81
C.12,C,25.4,D7,I-17,BQCV,1.313,Amp,UNKNOWN,29.051,28.959,0.131,47.008,50.101,4.373,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,24,FALSE,81
C.12,C,25.4,A2,I-17,DWV,1.328,Amp,UNKNOWN,32.378,32.069,0.268,6.308,7.779,1.275,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,29,FALSE,119
C.12,C,25.4,B2,I-17,DWV,1.335,Amp,UNKNOWN,31.901,32.069,0.268,8.587,7.779,1.275,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,28,FALSE,119
C.12,C,25.4,C2,I-17,DWV,1.337,Amp,UNKNOWN,31.928,32.069,0.268,8.441,7.779,1.275,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,28,FALSE,119
C.13,C,43.4,E8,I-18,ACTIN,1.449,Amp,UNKNOWN,18.903,18.924,0.03,84819.09,83692.016,1593.925,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,13,FALSE,81
C.13,C,43.4,F8,I-18,ACTIN,1.45,Amp,UNKNOWN,18.945,18.924,0.03,82564.94,83692.016,1593.925,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,13,FALSE,81
C.13,C,43.4,C8,I-18,BQCV,1.318,Amp,UNKNOWN,30.602,31.038,0.616,16.658,12.978,5.204,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,26,FALSE,81
C.13,C,43.4,D8,I-18,BQCV,1.339,Amp,UNKNOWN,31.474,31.038,0.616,9.298,12.978,5.204,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,27,FALSE,81
C.13,C,43.4,A8,I-18,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.152,TRUE,3,39,TRUE,81
C.13,C,43.4,B8,I-18,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.152,TRUE,3,39,TRUE,81
C.14,C,28,E9,I-19,ACTIN,1.436,Amp,UNKNOWN,17.786,17.774,0.017,173796.16,175179.22,1955.935,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,12,FALSE,81
C.14,C,28,F9,I-19,ACTIN,1.442,Amp,UNKNOWN,17.762,17.774,0.017,176562.27,175179.22,1955.935,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,12,FALSE,81
C.14,C,28,C9,I-19,BQCV,1.326,Amp,UNKNOWN,29.318,29.405,0.123,39.332,37.18,3.044,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,25,FALSE,81
C.14,C,28,D9,I-19,BQCV,1.324,Amp,UNKNOWN,29.491,29.405,0.123,35.027,37.18,3.044,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,25,FALSE,81
C.14,C,28,A3,I-19,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,39,TRUE,119
C.14,C,28,C3,I-19,DWV,0.536,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,35,TRUE,119
C.2,C,3.8,F2,I-2,ACTIN,1.453,Amp,UNKNOWN,15.903,15.891,0.017,582818.5,587254,6272.714,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,10,FALSE,117
C.2,C,3.8,G2,I-2,ACTIN,1.437,Amp,UNKNOWN,15.88,15.891,0.017,591689.5,587254,6272.714,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,10,FALSE,117
C.2,C,3.8,D2,I-2,BQCV,1.334,Amp,UNKNOWN,25.757,25.736,0.03,425.922,432.031,8.639,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,21,FALSE,117
C.2,C,3.8,E2,I-2,BQCV,1.33,Amp,UNKNOWN,25.714,25.736,0.03,438.14,432.031,8.639,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,21,FALSE,117
C.2,C,3.8,A2,I-2,DWV,1.315,Amp,UNKNOWN,31.968,32.977,1.355,8.226,5.278,3.386,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,28,FALSE,117
C.2,C,3.8,B2,I-2,DWV,1.329,Amp,UNKNOWN,32.448,32.977,1.355,6.029,5.278,3.386,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,28,FALSE,117
C.2,C,3.8,C2,I-2,DWV,1.328,Amp,UNKNOWN,34.517,32.977,1.355,1.579,5.278,3.386,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,30,FALSE,117
C.17,C,30.2,E10,I-20,ACTIN,1.445,Amp,UNKNOWN,17.983,17.958,0.035,153161.88,155629.53,3489.791,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,12,FALSE,81
C.17,C,30.2,F10,I-20,ACTIN,1.451,Amp,UNKNOWN,17.934,17.958,0.035,158097.19,155629.53,3489.791,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,12,FALSE,81
C.17,C,30.2,C10,I-20,BQCV,1.32,Amp,UNKNOWN,28.19,28.166,0.034,83.667,85.022,1.917,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,24,FALSE,81
C.17,C,30.2,D10,I-20,BQCV,1.332,Amp,UNKNOWN,28.142,28.166,0.034,86.377,85.022,1.917,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,24,FALSE,81
C.17,C,30.2,A10,I-20,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.152,TRUE,3,39,TRUE,81
C.17,C,30.2,B10,I-20,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.152,TRUE,3,39,TRUE,81
C.18,C,26.1,E11,I-21,ACTIN,1.427,Amp,UNKNOWN,17.918,17.9,0.026,159686.56,161605.48,2713.78,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,12,FALSE,81
C.18,C,26.1,F11,I-21,ACTIN,1.438,Amp,UNKNOWN,17.881,17.9,0.026,163524.42,161605.48,2713.78,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,12,FALSE,81
C.18,C,26.1,C11,I-21,BQCV,1.323,Amp,UNKNOWN,31.087,31.143,0.08,12.049,11.612,0.619,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,27,FALSE,81
C.18,C,26.1,D11,I-21,BQCV,1.319,Amp,UNKNOWN,31.199,31.143,0.08,11.174,11.612,0.619,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,27,FALSE,81
C.18,C,26.1,A11,I-21,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.152,TRUE,3,39,TRUE,81
C.18,C,26.1,B11,I-21,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.152,TRUE,3,39,TRUE,81
C.19,C,11.4,E1,I-22,ACTIN,1.276,Amp,UNKNOWN,14.93,14.971,0.058,1089072.4,1060911.2,39825.715,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,10,FALSE,82
C.19,C,11.4,F1,I-22,ACTIN,1.275,Amp,UNKNOWN,15.013,14.971,0.058,1032750.25,1060911.2,39825.715,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,10,FALSE,82
C.19,C,11.4,C1,I-22,BQCV,1.311,Amp,UNKNOWN,26.645,26.55,0.134,235.128,251.052,22.521,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,22,FALSE,82
C.19,C,11.4,D1,I-22,BQCV,1.307,Amp,UNKNOWN,26.455,26.55,0.134,266.977,251.052,22.521,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,22,FALSE,82
C.19,C,11.4,A4,I-22,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,39,TRUE,119
C.19,C,11.4,C4,I-22,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,39,TRUE,119
C.20,C,26.3,E2,I-23,ACTIN,1.275,Amp,UNKNOWN,14.768,14.768,0,1208569.5,1208569.5,0,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,10,FALSE,82
C.20,C,26.3,F2,I-23,ACTIN,0.569,No Amp,UNKNOWN,Undetermined,14.768,0,3.03E+10,1208569.5,0,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,35,FALSE,82
C.20,C,26.3,C2,I-23,BQCV,1.319,Amp,UNKNOWN,26.758,26.902,0.205,218.025,198.847,27.121,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,22,FALSE,82
C.20,C,26.3,D2,I-23,BQCV,1.322,Amp,UNKNOWN,27.047,26.902,0.205,179.67,198.847,27.121,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,22,FALSE,82
C.20,C,26.3,B5,I-23,DWV,0,No Amp,UNKNOWN,Undetermined,0,0,0,0,0,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,39,TRUE,119
C.20,C,26.3,C5,I-23,DWV,1.346,Amp,UNKNOWN,33.208,33.182,0.037,3.686,3.749,0.09,35.2228,0.993,-3.5567,91.05548,TRUE,0.053,TRUE,3,30,FALSE,119
C.3,C,2.8,F3,I-3,ACTIN,1.449,Amp,UNKNOWN,17.071,17.098,0.038,275129.34,270429.78,6646.174,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,11,FALSE,117
C.3,C,2.8,G3,I-3,ACTIN,1.438,Amp,UNKNOWN,17.126,17.098,0.038,265730.25,270429.78,6646.174,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,11,FALSE,117
C.3,C,2.8,D3,I-3,BQCV,1.336,Amp,UNKNOWN,26.527,26.368,0.224,254.484,284.589,42.575,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,22,FALSE,117
C.3,C,2.8,E3,I-3,BQCV,1.323,Amp,UNKNOWN,26.209,26.368,0.224,314.694,284.589,42.575,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,21,FALSE,117
C.3,C,2.8,B3,I-3,DWV,1.314,Amp,UNKNOWN,33.543,33.867,0.457,2.966,2.459,0.717,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,29,FALSE,117
C.3,C,2.8,C3,I-3,DWV,1.327,Amp,UNKNOWN,34.19,33.867,0.457,1.952,2.459,0.717,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,30,FALSE,117
C.4,C,7.7,F4,I-4,ACTIN,1.452,Amp,UNKNOWN,16.872,16.92,0.068,312777.75,303343.8,13341.596,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,11,FALSE,117
C.4,C,7.7,G4,I-4,ACTIN,1.457,Amp,UNKNOWN,16.969,16.92,0.068,293909.9,303343.8,13341.596,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,11,FALSE,117
C.4,C,7.7,D4,I-4,BQCV,1.33,Amp,UNKNOWN,26.322,26.415,0.132,291.893,274.795,24.179,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,22,FALSE,117
C.4,C,7.7,E4,I-4,BQCV,1.332,Amp,UNKNOWN,26.508,26.415,0.132,257.698,274.795,24.179,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,22,FALSE,117
C.4,C,7.7,A4,I-4,DWV,1.341,Amp,UNKNOWN,32.549,33.005,0.945,5.645,4.682,2.279,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,28,FALSE,117
C.4,C,7.7,B4,I-4,DWV,1.334,Amp,UNKNOWN,32.375,33.005,0.945,6.321,4.682,2.279,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,28,FALSE,117
C.4,C,7.7,C4,I-4,DWV,1.34,Amp,UNKNOWN,34.092,33.005,0.945,2.08,4.682,2.279,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,29,FALSE,117
C.5,C,8.1,F5,I-5,ACTIN,1.446,Amp,UNKNOWN,16.46,16.477,0.025,407558.34,402981.16,6473.142,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,11,FALSE,117
C.5,C,8.1,G5,I-5,ACTIN,1.441,Amp,UNKNOWN,16.495,16.477,0.025,398403.97,402981.16,6473.142,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,11,FALSE,117
C.5,C,8.1,D5,I-5,BQCV,1.343,Amp,UNKNOWN,27.504,27.642,0.196,132.377,121.179,15.836,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,23,FALSE,117
C.5,C,8.1,E5,I-5,BQCV,1.338,Amp,UNKNOWN,27.781,27.642,0.196,109.981,121.179,15.836,34.8074,0.9981,-3.4422,95.21442,TRUE,0.121,TRUE,3,23,FALSE,117
C.5,C,8.1,A5,I-5,DWV,1.28,Amp,UNKNOWN,35.395,35.041,0.501,0.895,1.155,0.368,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,31,FALSE,117
C.5,C,8.1,B5,I-5,DWV,1.339,Amp,UNKNOWN,34.687,35.041,0.501,1.415,1.155,0.368,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,30,FALSE,117
#N/A,#N/A,#N/A,E12,Gblock,ACTIN,1.44,Amp,UNKNOWN,9.966,9.966,0,2.64E+07,2.64E+07,0,36.5667,0.9988,-3.584,90.11565,TRUE,0.258,TRUE,3,5,FALSE,81
#N/A,#N/A,#N/A,E12,Gblock,ACTIN,1.277,Amp,UNKNOWN,9.305,9.305,0,4.04E+07,4.04E+07,0,36.5667,0.9988,-3.584,90.11565,TRUE,0.121,TRUE,3,5,FALSE,82
#N/A,#N/A,#N/A,E12,Gblock,ACTIN,1.416,Amp,UNKNOWN,13.776,13.776,0,2286202.5,2286202.5,0,36.5667,0.9988,-3.584,90.11565,TRUE,0.235,TRUE,3,8,FALSE,107
#N/A,#N/A,#N/A,E12,Gblock,ACTIN,1.418,Amp,UNKNOWN,17.461,17.461,0,214228.17,214228.17,0,36.5667,0.9988,-3.584,90.11565,TRUE,0.214,TRUE,3,12,FALSE,108
#N/A,#N/A,#N/A,E12,Gblock,ACTIN,1.413,Amp,UNKNOWN,14.91,14.91,0,1103414.2,1103414.2,0,36.5667,0.9988,-3.584,90.11565,TRUE,0.239,TRUE,3,9,FALSE,109
#N/A,#N/A,#N/A,E12,Gblock,ACTIN,1.424,Amp,UNKNOWN,17.785,17.785,0,173926.33,173926.33,0,36.5667,0.9988,-3.584,90.11565,TRUE,0.231,TRUE,3,12,FALSE,112
#N/A,#N/A,#N/A,F11,Gblock,ACTIN,1.477,Amp,UNKNOWN,17.864,17.864,0,165293.08,165293.08,0,36.5667,0.9988,-3.584,90.11565,TRUE,0.24,TRUE,3,12,FALSE,117
#N/A,#N/A,#N/A,H11,Gblock,ACTIN,1.454,Amp,UNKNOWN,14.171,14.171,0,1773053.6,1773053.6,0,36.5667,0.9988,-3.584,90.11565,TRUE,0.237,TRUE,3,9,FALSE,119
#N/A,#N/A,#N/A,E12,Gblock,ACTIN,1.501,Amp,UNKNOWN,17.543,17.543,,203223.8,203223.8,,36.5667,0.9988,-3.584,90.11565,TRUE,0.295,TRUE,3,12,FALSE,122
#N/A,#N/A,#N/A,C12,Gblock,BQCV,1.338,Amp,UNKNOWN,7.994,7.994,0,6.16E+07,6.16E+07,0,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,5,FALSE,81
#N/A,#N/A,#N/A,C12,Gblock,BQCV,1.347,Amp,UNKNOWN,9.011,9.011,0,3.12E+07,3.12E+07,0,34.8074,0.9981,-3.4422,95.21442,TRUE,0.12,TRUE,3,5,FALSE,82
#N/A,#N/A,#N/A,C12,Gblock,BQCV,1.335,Amp,UNKNOWN,13.394,13.394,0,1662557.8,1662557.8,0,34.8074,0.9981,-3.4422,95.21442,TRUE,0.128,TRUE,3,9,FALSE,107
#N/A,#N/A,#N/A,C12,Gblock,BQCV,1.34,Amp,UNKNOWN,17.148,17.148,0,134992.84,134992.84,0,34.8074,0.9981,-3.4422,95.21442,TRUE,0.117,TRUE,3,13,FALSE,108
