well,ID,labID,treatment,SamplingEvent,sample_name,target_name,amp_score,amp_status,task,Ct,Ct_mean,Ct_sd,quantity,quantity_mean,quantity_sd,intercept,r_squared,slope,efficiency,auto_threshold,threshold,auto_baseline,baseline_start,baseline_end,omit,run,
D4,S28,28,S,1,S28-1,BQCV,1.261,Amp,UNKNOWN,29.011,28.982,0.041,48.284,49.248,1.362,34.8074,0.9981,-3.4422,95.21442,TRUE,0.082,TRUE,3,25,FALSE,93,
A4,S28,28,S,1,S28-1,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,39,TRUE,93,
B4,S28,28,S,1,S28-1,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.086,TRUE,3,39,TRUE,93,
E4,S28,28,S,1,S28-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.221,TRUE,3,39,TRUE,93,
F4,S28,28,S,1,S28-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.221,TRUE,3,39,TRUE,93,
G7,S28,28,S,2,S28-2,ACTIN,1.4,Amp,UNKNOWN,18.543,18.678,0.191,106883.44,98373.59,12034.74,36.5667,0.9988,-3.584,90.11565,TRUE,0.192,TRUE,3,13,FALSE,96,
H7,S28,28,S,2,S28-2,ACTIN,1.399,Amp,UNKNOWN,18.813,18.678,0.191,89863.74,98373.59,12034.74,36.5667,0.9988,-3.584,90.11565,TRUE,0.192,TRUE,3,13,FALSE,96,
C7,S28,28,S,2,S28-2,BQCV,1.275,Amp,UNKNOWN,25.35,25.558,0.295,559.187,491.153,96.214,34.8074,0.9981,-3.4422,95.21442,TRUE,0.09,TRUE,3,21,FALSE,96,
D7,S28,28,S,2,S28-2,BQCV,1.28,Amp,UNKNOWN,25.767,25.558,0.295,423.12,491.153,96.214,34.8074,0.9981,-3.4422,95.21442,TRUE,0.09,TRUE,3,21,FALSE,96,
A7,S28,28,S,2,S28-2,DWV,1.114,No Amp,UNKNOWN,37.272,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,33,TRUE,96,
B7,S28,28,S,2,S28-2,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,39,TRUE,96,
E7,S28,28,S,2,S28-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.209,TRUE,3,39,TRUE,96,
F7,S28,28,S,2,S28-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.209,TRUE,3,39,TRUE,96,
G6,S28,28,S,3,S28-3,ACTIN,1.414,Amp,UNKNOWN,18.322,18.299,0.033,123162.14,125048.07,2667.116,36.5667,0.9988,-3.584,90.11565,TRUE,0.218,TRUE,3,13,FALSE,104,
H6,S28,28,S,3,S28-3,ACTIN,1.409,Amp,UNKNOWN,18.275,18.299,0.033,126934.01,125048.07,2667.116,36.5667,0.9988,-3.584,90.11565,TRUE,0.218,TRUE,3,13,FALSE,104,
C6,S28,28,S,3,S28-3,BQCV,1.329,Amp,UNKNOWN,17.729,17.566,0.231,91488.08,102672.16,15816.673,34.8074,0.9981,-3.4422,95.21442,TRUE,0.109,TRUE,3,13,FALSE,104,
D6,S28,28,S,3,S28-3,BQCV,1.328,Amp,UNKNOWN,17.402,17.566,0.231,113856.234,102672.16,15816.673,34.8074,0.9981,-3.4422,95.21442,TRUE,0.109,TRUE,3,13,FALSE,104,
A6,S28,28,S,3,S28-3,DWV,1.319,Amp,UNKNOWN,32.097,32.234,0.195,7.567,6.949,0.874,35.2228,0.993,-3.5567,91.05548,TRUE,0.115,TRUE,3,27,FALSE,104,
B6,S28,28,S,3,S28-3,DWV,1.325,Amp,UNKNOWN,32.372,32.234,0.195,6.331,6.949,0.874,35.2228,0.993,-3.5567,91.05548,TRUE,0.115,TRUE,3,28,FALSE,104,
E6,S28,28,S,3,S28-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.235,TRUE,3,39,TRUE,104,
F6,S28,28,S,3,S28-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.235,TRUE,3,39,TRUE,104,
G8,S29,29,S,1,S29-1,ACTIN,1.396,Amp,UNKNOWN,20.334,20.521,0.264,33823.38,30214.283,5104.032,36.5667,0.9988,-3.584,90.11565,TRUE,0.192,TRUE,3,15,FALSE,96,
H8,S29,29,S,1,S29-1,ACTIN,1.383,Amp,UNKNOWN,20.708,20.521,0.264,26605.19,30214.283,5104.032,36.5667,0.9988,-3.584,90.11565,TRUE,0.192,TRUE,3,15,FALSE,96,
C8,S29,29,S,1,S29-1,BQCV,1.267,Amp,UNKNOWN,27.502,27.61,0.153,132.527,123.596,12.63,34.8074,0.9981,-3.4422,95.21442,TRUE,0.09,TRUE,3,23,FALSE,96,
D8,S29,29,S,1,S29-1,BQCV,1.274,Amp,UNKNOWN,27.718,27.61,0.153,114.666,123.596,12.63,34.8074,0.9981,-3.4422,95.21442,TRUE,0.09,TRUE,3,23,FALSE,96,
A8,S29,29,S,1,S29-1,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,39,TRUE,96,
B8,S29,29,S,1,S29-1,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,39,TRUE,96,
E8,S29,29,S,1,S29-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.209,TRUE,3,39,TRUE,96,
F8,S29,29,S,1,S29-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.209,TRUE,3,39,TRUE,96,
G9,S29,29,S,2,S29-2,ACTIN,1.391,Amp,UNKNOWN,18.651,18.5,0.214,99697.79,110394.38,15127.268,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,13,FALSE,99,
H9,S29,29,S,2,S29-2,ACTIN,1.392,Amp,UNKNOWN,18.349,18.5,0.214,121090.98,110394.38,15127.268,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,13,FALSE,99,
C9,S29,29,S,2,S29-2,BQCV,1.3,Amp,UNKNOWN,29.89,29.432,0.648,26.82,38.162,16.041,34.8074,0.9981,-3.4422,95.21442,TRUE,0.106,TRUE,3,25,FALSE,99,
D9,S29,29,S,2,S29-2,BQCV,1.286,Amp,UNKNOWN,28.974,29.432,0.648,49.505,38.162,16.041,34.8074,0.9981,-3.4422,95.21442,TRUE,0.106,TRUE,3,24,FALSE,99,
A9,S29,29,S,2,S29-2,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.082,TRUE,3,39,TRUE,99,
B9,S29,29,S,2,S29-2,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.082,TRUE,3,39,TRUE,99,
E9,S29,29,S,2,S29-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.212,TRUE,3,39,TRUE,99,
F9,S29,29,S,2,S29-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.212,TRUE,3,39,TRUE,99,
G7,S29,29,S,3,S29-3,ACTIN,1.405,Amp,UNKNOWN,17.985,17.938,0.066,152982.75,157734.55,6720.06,36.5667,0.9988,-3.584,90.11565,TRUE,0.218,TRUE,3,12,FALSE,104,
H7,S29,29,S,3,S29-3,ACTIN,1.411,Amp,UNKNOWN,17.891,17.938,0.066,162486.34,157734.55,6720.06,36.5667,0.9988,-3.584,90.11565,TRUE,0.218,TRUE,3,12,FALSE,104,
C7,S29,29,S,3,S29-3,BQCV,1.312,Amp,UNKNOWN,21.229,21.083,0.206,8806.176,9755.487,1342.53,34.8074,0.9981,-3.4422,95.21442,TRUE,0.109,TRUE,3,17,FALSE,104,
D7,S29,29,S,3,S29-3,BQCV,1.322,Amp,UNKNOWN,20.937,21.083,0.206,10704.8,9755.487,1342.53,34.8074,0.9981,-3.4422,95.21442,TRUE,0.109,TRUE,3,16,FALSE,104,
A7,S29,29,S,3,S29-3,DWV,1.322,Amp,UNKNOWN,32.446,32.014,0.612,6.034,8.299,3.203,35.2228,0.993,-3.5567,91.05548,TRUE,0.115,TRUE,3,28,FALSE,104,
B7,S29,29,S,3,S29-3,DWV,1.329,Amp,UNKNOWN,31.581,32.014,0.612,10.563,8.299,3.203,35.2228,0.993,-3.5567,91.05548,TRUE,0.115,TRUE,3,27,FALSE,104,
E7,S29,29,S,3,S29-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.235,TRUE,3,39,TRUE,104,
F7,S29,29,S,3,S29-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.235,TRUE,3,39,TRUE,104,
G10,S30,30,S,1,S30-1,ACTIN,1.387,Amp,UNKNOWN,18.369,18.521,0.215,119527.24,108930.63,14985.875,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,13,FALSE,99,
H10,S30,30,S,1,S30-1,ACTIN,1.394,Amp,UNKNOWN,18.673,18.521,0.215,98334.016,108930.63,14985.875,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,13,FALSE,99,
C10,S30,30,S,1,S30-1,BQCV,1.276,Amp,UNKNOWN,27.318,26.966,0.498,149.86,194.895,63.689,34.8074,0.9981,-3.4422,95.21442,TRUE,0.106,TRUE,3,23,FALSE,99,
D10,S30,30,S,1,S30-1,BQCV,1.283,Amp,UNKNOWN,26.615,26.966,0.498,239.93,194.895,63.689,34.8074,0.9981,-3.4422,95.21442,TRUE,0.106,TRUE,3,22,FALSE,99,
A10,S30,30,S,1,S30-1,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.082,TRUE,3,39,TRUE,99,
B10,S30,30,S,1,S30-1,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.082,TRUE,3,39,TRUE,99,
E10,S30,30,S,1,S30-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.212,TRUE,3,39,TRUE,99,
F10,S30,30,S,1,S30-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.212,TRUE,3,39,TRUE,99,
G11,S30,30,S,2,S30-2,ACTIN,1.394,Amp,UNKNOWN,18.38,18.318,0.087,118704.59,123591.02,6910.46,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,13,FALSE,99,
H11,S30,30,S,2,S30-2,ACTIN,1.402,Amp,UNKNOWN,18.257,18.318,0.087,128477.45,123591.02,6910.46,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,13,FALSE,99,
C11,S30,30,S,2,S30-2,BQCV,1.3,Amp,UNKNOWN,28.625,28.016,0.86,62.544,101.82,55.544,34.8074,0.9981,-3.4422,95.21442,TRUE,0.106,TRUE,3,24,FALSE,99,
D11,S30,30,S,2,S30-2,BQCV,1.281,Amp,UNKNOWN,27.408,28.016,0.86,141.095,101.82,55.544,34.8074,0.9981,-3.4422,95.21442,TRUE,0.106,TRUE,3,23,FALSE,99,
A11,S30,30,S,2,S30-2,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.082,TRUE,3,39,TRUE,99,
B11,S30,30,S,2,S30-2,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.082,TRUE,3,39,TRUE,99,
E11,S30,30,S,2,S30-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.212,TRUE,3,39,TRUE,99,
F11,S30,30,S,2,S30-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.212,TRUE,3,39,TRUE,99,
G5,S30,30,S,3,S30-3,ACTIN,1.399,Amp,UNKNOWN,19.782,18.824,1.356,48214.176,106731.96,82756.64,36.5667,0.9988,-3.584,90.11565,TRUE,0.196,TRUE,3,14,FALSE,101,
H5,S30,30,S,3,S30-3,ACTIN,1.394,Amp,UNKNOWN,17.865,18.824,1.356,165249.73,106731.96,82756.64,36.5667,0.9988,-3.584,90.11565,TRUE,0.196,TRUE,3,12,FALSE,101,
C5,S30,30,S,3,S30-3,BQCV,1.298,Amp,UNKNOWN,25.137,24.379,1.072,644.785,1211.51,801.47,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,21,FALSE,101,
D5,S30,30,S,3,S30-3,BQCV,1.299,Amp,UNKNOWN,23.62,24.379,1.072,1778.235,1211.51,801.47,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,19,FALSE,101,
A5,S30,30,S,3,S30-3,DWV,1.301,Amp,UNKNOWN,34.292,33.404,1.256,1.827,3.799,2.789,35.2228,0.993,-3.5567,91.05548,TRUE,0.089,TRUE,3,30,FALSE,101,
B5,S30,30,S,3,S30-3,DWV,1.295,Amp,UNKNOWN,32.515,33.404,1.256,5.771,3.799,2.789,35.2228,0.993,-3.5567,91.05548,TRUE,0.089,TRUE,3,28,FALSE,101,
E5,S30,30,S,3,S30-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.193,TRUE,3,39,TRUE,101,
F5,S30,30,S,3,S30-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.193,TRUE,3,39,TRUE,101,
G9,S31,31,S,1,S31-1,ACTIN,1.383,Amp,UNKNOWN,19.485,19.603,0.167,58349.47,54245.016,5804.573,36.5667,0.9988,-3.584,90.11565,TRUE,0.192,TRUE,3,14,FALSE,96,
H9,S31,31,S,1,S31-1,ACTIN,1.395,Amp,UNKNOWN,19.721,19.603,0.167,50140.562,54245.016,5804.573,36.5667,0.9988,-3.584,90.11565,TRUE,0.192,TRUE,3,14,FALSE,96,
C9,S31,31,S,1,S31-1,BQCV,1.29,Amp,UNKNOWN,25.806,26.007,0.283,412.007,363.602,68.456,34.8074,0.9981,-3.4422,95.21442,TRUE,0.09,TRUE,3,21,FALSE,96,
D9,S31,31,S,1,S31-1,BQCV,1.278,Amp,UNKNOWN,26.207,26.007,0.283,315.196,363.602,68.456,34.8074,0.9981,-3.4422,95.21442,TRUE,0.09,TRUE,3,22,FALSE,96,
A9,S31,31,S,1,S31-1,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,39,TRUE,96,
B9,S31,31,S,1,S31-1,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.096,TRUE,3,39,TRUE,96,
E9,S31,31,S,1,S31-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.209,TRUE,3,39,TRUE,96,
F9,S31,31,S,1,S31-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.209,TRUE,3,39,TRUE,96,
G1,S31,31,S,2,S31-2,ACTIN,1.379,Amp,UNKNOWN,17.967,17.974,0.01,154750.17,154031.23,1016.739,36.5667,0.9988,-3.584,90.11565,TRUE,0.183,TRUE,3,13,FALSE,100,
H1,S31,31,S,2,S31-2,ACTIN,1.375,Amp,UNKNOWN,17.982,17.974,0.01,153312.28,154031.23,1016.739,36.5667,0.9988,-3.584,90.11565,TRUE,0.183,TRUE,3,13,FALSE,100,
C1,S31,31,S,2,S31-2,BQCV,1.277,Amp,UNKNOWN,20.306,20.346,0.056,16319.637,15898.388,595.737,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,16,FALSE,100,
D1,S31,31,S,2,S31-2,BQCV,1.277,Amp,UNKNOWN,20.386,20.346,0.056,15477.138,15898.388,595.737,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,16,FALSE,100,
A1,S31,31,S,2,S31-2,DWV,1.271,Amp,UNKNOWN,22.381,22.541,0.227,4080.285,3696.941,542.13,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,19,FALSE,100,
B1,S31,31,S,2,S31-2,DWV,1.271,Amp,UNKNOWN,22.702,22.541,0.227,3313.596,3696.941,542.13,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,19,FALSE,100,
E1,S31,31,S,2,S31-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.21,TRUE,3,39,TRUE,100,
F1,S31,31,S,2,S31-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.21,TRUE,3,39,TRUE,100,
G8,S31,31,S,3,S31-3,ACTIN,1.422,Amp,UNKNOWN,17.689,17.717,0.04,185032.31,181749.94,4641.973,36.5667,0.9988,-3.584,90.11565,TRUE,0.218,TRUE,3,12,FALSE,104,
H8,S31,31,S,3,S31-3,ACTIN,1.409,Amp,UNKNOWN,17.745,17.717,0.04,178467.56,181749.94,4641.973,36.5667,0.9988,-3.584,90.11565,TRUE,0.218,TRUE,3,12,FALSE,104,
C8,S31,31,S,3,S31-3,BQCV,1.336,Amp,UNKNOWN,17.642,17.285,0.504,97014.05,126671.56,41942.062,34.8074,0.9981,-3.4422,95.21442,TRUE,0.109,TRUE,3,13,FALSE,104,
D8,S31,31,S,3,S31-3,BQCV,1.327,Amp,UNKNOWN,16.928,17.285,0.504,156329.08,126671.56,41942.062,34.8074,0.9981,-3.4422,95.21442,TRUE,0.109,TRUE,3,12,FALSE,104,
A8,S31,31,S,3,S31-3,DWV,1.325,Amp,UNKNOWN,30.513,30.534,0.03,21.09,20.807,0.401,35.2228,0.993,-3.5567,91.05548,TRUE,0.115,TRUE,3,26,FALSE,104,
B8,S31,31,S,3,S31-3,DWV,1.323,Amp,UNKNOWN,30.556,30.534,0.03,20.523,20.807,0.401,35.2228,0.993,-3.5567,91.05548,TRUE,0.115,TRUE,3,26,FALSE,104,
E8,S31,31,S,3,S31-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.235,TRUE,3,39,TRUE,104,
F8,S31,31,S,3,S31-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.235,TRUE,3,39,TRUE,104,
G2,S32,32,S,1,S32-1,ACTIN,1.39,Amp,UNKNOWN,18.967,19.318,0.496,81404.8,66638.87,20882.182,36.5667,0.9988,-3.584,90.11565,TRUE,0.183,TRUE,3,14,FALSE,100,
H2,S32,32,S,1,S32-1,ACTIN,1.395,Amp,UNKNOWN,19.668,19.318,0.496,51872.934,66638.87,20882.182,36.5667,0.9988,-3.584,90.11565,TRUE,0.183,TRUE,3,14,FALSE,100,
C2,S32,32,S,1,S32-1,BQCV,1.272,Amp,UNKNOWN,27.234,27.446,0.299,158.533,138.977,27.657,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,23,FALSE,100,
D2,S32,32,S,1,S32-1,BQCV,1.279,Amp,UNKNOWN,27.658,27.446,0.299,119.42,138.977,27.657,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,23,FALSE,100,
A2,S32,32,S,1,S32-1,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,39,TRUE,100,
B2,S32,32,S,1,S32-1,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,39,TRUE,100,
E2,S32,32,S,1,S32-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.21,TRUE,3,39,FALSE,100,
F2,S32,32,S,1,S32-1,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.21,TRUE,3,39,TRUE,100,
G3,S32,32,S,2,S32-2,ACTIN,1.378,Amp,UNKNOWN,18.398,18.319,0.112,117312.04,123590.18,8878.635,36.5667,0.9988,-3.584,90.11565,TRUE,0.183,TRUE,3,13,FALSE,100,
H3,S32,32,S,2,S32-2,ACTIN,1.387,Amp,UNKNOWN,18.24,18.319,0.112,129868.32,123590.18,8878.635,36.5667,0.9988,-3.584,90.11565,TRUE,0.183,TRUE,3,13,FALSE,100,
C3,S32,32,S,2,S32-2,BQCV,1.268,Amp,UNKNOWN,26.485,26.414,0.101,261.599,274.671,18.487,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,22,FALSE,100,
D3,S32,32,S,2,S32-2,BQCV,1.276,Amp,UNKNOWN,26.343,26.414,0.101,287.743,274.671,18.487,34.8074,0.9981,-3.4422,95.21442,TRUE,0.089,TRUE,3,22,FALSE,100,
A3,S32,32,S,2,S32-2,DWV,1.277,Amp,UNKNOWN,26.913,27.011,0.138,216.919,204.088,18.146,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,23,FALSE,100,
B3,S32,32,S,2,S32-2,DWV,1.282,Amp,UNKNOWN,27.108,27.011,0.138,191.256,204.088,18.146,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,23,FALSE,100,
E3,S32,32,S,2,S32-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.21,TRUE,3,39,TRUE,100,
F3,S32,32,S,2,S32-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.21,TRUE,3,39,TRUE,100,
G9,S32,32,S,3,S32-3,ACTIN,1.398,Amp,UNKNOWN,17.77,17.762,0.011,175686.89,176574.02,1254.584,36.5667,0.9988,-3.584,90.11565,TRUE,0.218,TRUE,3,12,FALSE,104,
H9,S32,32,S,3,S32-3,ACTIN,1.409,Amp,UNKNOWN,17.754,17.762,0.011,177461.14,176574.02,1254.584,36.5667,0.9988,-3.584,90.11565,TRUE,0.218,TRUE,3,12,FALSE,104,
C9,S32,32,S,3,S32-3,BQCV,1.322,Amp,UNKNOWN,15.492,15.485,0.009,408718.72,410486.03,2499.366,34.8074,0.9981,-3.4422,95.21442,TRUE,0.109,TRUE,3,11,FALSE,104,
D9,S32,32,S,3,S32-3,BQCV,1.314,Amp,UNKNOWN,15.479,15.485,0.009,412253.34,410486.03,2499.366,34.8074,0.9981,-3.4422,95.21442,TRUE,0.109,TRUE,3,11,FALSE,104,
A9,S32,32,S,3,S32-3,DWV,1.328,Amp,UNKNOWN,22.364,22.397,0.047,4124.681,4038.339,122.106,35.2228,0.993,-3.5567,91.05548,TRUE,0.115,TRUE,3,18,FALSE,104,
B9,S32,32,S,3,S32-3,DWV,1.325,Amp,UNKNOWN,22.43,22.397,0.047,3951.997,4038.339,122.106,35.2228,0.993,-3.5567,91.05548,TRUE,0.115,TRUE,3,18,FALSE,104,
E9,S32,32,S,3,S32-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.235,TRUE,3,39,TRUE,104,
F9,S32,32,S,3,S32-3,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.235,TRUE,3,39,TRUE,104,
=======,,,,,,,,,,,,,,,,,,,,,,,,,,,
well,Treatment,ID,labID,treatmentID,SamplingEvent,sample_name,target_name,amp_score,amp_status,task,Ct,Ct_mean,Ct_sd,quantity,quantity_mean,quantity_sd,intercept,r_squared,slope,efficiency,auto_threshold,threshold,auto_baseline,baseline_start,baseline_end,omit,run
G6,Exposed,E33,33,E,2,E33-2,ACTIN,1.415,Amp,UNKNOWN,18.859,18.513,0.488,87273.164,111627.17,34441.758,36.5667,0.9988,-3.584,90.11565,TRUE,0.196,TRUE,3,13,FALSE,101
H6,Exposed,E33,33,E,2,E33-2,ACTIN,1.395,Amp,UNKNOWN,18.168,18.513,0.488,135981.17,111627.17,34441.758,36.5667,0.9988,-3.584,90.11565,TRUE,0.196,TRUE,3,13,FALSE,101
C6,Exposed,E33,33,E,2,E33-2,BQCV,1.276,Amp,UNKNOWN,28.706,28.434,0.384,59.231,72.207,18.351,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,24,FALSE,101
D6,Exposed,E33,33,E,2,E33-2,BQCV,1.283,Amp,UNKNOWN,28.163,28.434,0.384,85.183,72.207,18.351,34.8074,0.9981,-3.4422,95.21442,TRUE,0.088,TRUE,3,24,FALSE,101
A6,Exposed,E33,33,E,2,E33-2,DWV,1.1,No Amp,UNKNOWN,37.657,36.02,2.315,0.207,0.964,1.071,35.2228,0.993,-3.5567,91.05548,TRUE,0.089,TRUE,3,33,FALSE,101
B6,Exposed,E33,33,E,2,E33-2,DWV,1.298,Amp,UNKNOWN,34.383,36.02,2.315,1.722,0.964,1.071,35.2228,0.993,-3.5567,91.05548,TRUE,0.089,TRUE,3,30,FALSE,101
E6,Exposed,E33,33,E,2,E33-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.193,TRUE,3,39,TRUE,101
F6,Exposed,E33,33,E,2,E33-2,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.193,TRUE,3,39,TRUE,101
G7,Exposed,E33,33,E,3,E33-3,ACTIN,1.393,Amp,UNKNOWN,18.253,18.049,0.29,128739.23,148106.31,27389.201,36.5667,0.9988,-3.584,90.11565,TRUE,0.196,TRUE,3,13,FALSE,101
